,Message,A0a0,A0a1,A0a2,A0a3,A0a4,A1a0,A1a1,A1a2,A1a3,A1a4,A2a0,A2a1,A2a2,A2a3,A2a4,A3a0,A3a1,A3a2,A3a3,A3a4
0,"['Prey', 'North']",0,1006,40,204,0,0,38,1212,0,0,0,0,1250,0,0,0,0,1250,0,0
1,"['Prey', 'South']",0,1250,0,0,0,0,167,1083,0,0,0,250,1000,0,0,0,306,880,64,0
2,"['Prey', 'East']",0,887,117,246,0,0,79,1171,0,0,0,48,1202,0,0,0,4,1246,0,0
3,"['Prey', 'West']",0,1250,0,0,0,0,0,1250,0,0,0,0,1250,0,0,0,0,1250,0,0
4,"['Prey', 'North', 'West']",0,980,0,270,0,101,0,1149,0,0,0,0,1250,0,0,0,0,1250,0,0
5,"['Prey', 'North', 'East']",24,982,46,198,0,44,143,1063,0,0,0,0,1250,0,0,0,0,1250,0,0
6,"['Prey', 'South', 'West']",0,1250,0,0,0,0,0,1250,0,0,0,250,1000,0,0,0,51,1183,16,0
7,"['Prey', 'South', 'East']",0,1246,4,0,0,0,158,1092,0,0,0,48,1202,0,0,0,395,845,10,0
8,[],0,1250,0,0,0,0,462,788,0,0,0,286,964,0,0,0,196,1010,44,0
