,Message,A0a0,A0a1,A0a2,A0a3,A0a4,A1a0,A1a1,A1a2,A1a3,A1a4,A2a0,A2a1,A2a2,A2a3,A2a4,A3a0,A3a1,A3a2,A3a3,A3a4
0,"['Prey', 'North']",0,0,1012,238,0,0,0,21,125,1104,0,1239,11,0,0,0,898,43,5,304
1,"['Prey', 'South']",0,0,1250,0,0,0,0,0,1027,223,0,1000,0,250,0,0,1250,0,0,0
2,"['Prey', 'East']",0,0,728,522,0,0,11,0,0,1239,0,959,0,284,7,0,736,16,4,494
3,"['Prey', 'West']",0,0,1245,5,0,0,383,0,326,541,0,1250,0,0,0,0,1072,178,0,0
4,"['Prey', 'North', 'West']",0,0,1169,81,0,0,199,36,380,635,0,1250,0,0,0,0,722,290,0,238
5,"['Prey', 'North', 'East']",0,0,848,402,0,0,0,0,0,1250,0,1021,0,229,0,0,775,25,22,428
6,"['Prey', 'South', 'West']",0,0,1250,0,0,0,0,0,1086,164,0,1240,0,10,0,0,1230,20,0,0
7,"['Prey', 'South', 'East']",0,0,1167,83,0,0,0,0,181,1069,9,296,0,879,66,0,1245,0,5,0
8,[],0,348,898,4,0,0,0,0,0,1250,0,1250,0,0,0,0,1211,0,0,39
