,Message,A0a0,A0a1,A0a2,A0a3,A0a4,A1a0,A1a1,A1a2,A1a3,A1a4,A2a0,A2a1,A2a2,A2a3,A2a4,A3a0,A3a1,A3a2,A3a3,A3a4
0,"['Prey', 'North']",0,517,640,0,93,673,577,0,0,0,0,968,282,0,0,454,340,440,0,16
1,"['Prey', 'South']",0,748,257,86,159,687,563,0,0,0,0,1240,10,0,0,994,110,29,117,0
2,"['Prey', 'East']",0,706,348,94,102,615,635,0,0,0,0,1250,0,0,0,940,142,61,107,0
3,"['Prey', 'West']",0,786,313,64,87,764,486,0,0,0,0,1250,0,0,0,861,206,88,63,32
4,"['Prey', 'North', 'West']",0,528,690,0,32,459,541,250,0,0,0,993,7,250,0,647,308,190,0,105
5,"['Prey', 'North', 'East']",0,268,747,11,224,776,474,0,0,0,28,1222,0,0,0,442,222,515,71,0
6,"['Prey', 'South', 'West']",0,793,299,66,92,799,451,0,0,0,0,1250,0,0,0,855,174,115,71,35
7,"['Prey', 'South', 'East']",0,475,444,159,172,646,604,0,0,0,0,1250,0,0,0,954,138,47,111,0
8,[],0,793,325,0,132,734,516,0,0,0,0,1244,6,0,0,825,106,206,113,0
