,Message,A0a0,A0a1,A0a2,A0a3,A0a4,A1a0,A1a1,A1a2,A1a3,A1a4,A2a0,A2a1,A2a2,A2a3,A2a4,A3a0,A3a1,A3a2,A3a3,A3a4
0,"['Prey', 'North']",0,1250,0,0,0,0,1135,115,0,0,0,917,180,96,57,0,669,581,0,0
1,"['Prey', 'South']",0,1165,0,0,85,243,1007,0,0,0,0,756,183,52,259,0,748,494,0,8
2,"['Prey', 'East']",0,1000,0,250,0,108,1000,0,142,0,0,904,200,128,18,0,676,541,33,0
3,"['Prey', 'West']",0,1223,0,0,27,0,1223,27,0,0,0,782,180,0,288,0,601,649,0,0
4,"['Prey', 'North', 'West']",0,1250,0,0,0,0,1019,231,0,0,0,750,191,0,309,0,590,660,0,0
5,"['Prey', 'North', 'East']",0,1000,0,250,0,0,1238,12,0,0,0,933,186,131,0,0,685,535,30,0
6,"['Prey', 'South', 'West']",0,1148,0,0,102,187,1063,0,0,0,0,812,88,0,350,0,700,550,0,0
7,"['Prey', 'South', 'East']",0,1000,0,250,0,134,1000,0,116,0,0,939,212,96,3,0,747,408,25,70
8,[],0,1250,0,0,0,0,1000,250,0,0,0,892,24,105,229,0,861,68,321,0
