,Message,A0a0,A0a1,A0a2,A0a3,A0a4,A1a0,A1a1,A1a2,A1a3,A1a4,A2a0,A2a1,A2a2,A2a3,A2a4,A3a0,A3a1,A3a2,A3a3,A3a4
0,"['Prey', 'North']",0,1028,18,204,0,0,282,968,0,0,0,0,1250,0,0,0,143,1096,11,0
1,"['Prey', 'South']",0,1250,0,0,0,0,493,757,0,0,0,262,988,0,0,0,324,854,72,0
2,"['Prey', 'East']",0,1000,19,231,0,0,458,792,0,0,0,96,1154,0,0,0,240,1010,0,0
3,"['Prey', 'West']",0,1250,0,0,0,0,254,996,0,0,0,0,1250,0,0,0,253,979,18,0
4,"['Prey', 'North', 'West']",0,1057,0,193,0,101,223,926,0,0,0,0,1250,0,0,0,113,1121,16,0
5,"['Prey', 'North', 'East']",24,1013,15,198,0,44,540,666,0,0,0,14,1236,0,0,0,251,989,10,0
6,"['Prey', 'South', 'West']",0,1250,0,0,0,0,184,1066,0,0,0,250,1000,0,0,0,294,900,56,0
7,"['Prey', 'South', 'East']",0,1246,4,0,0,0,469,781,0,0,0,58,1192,0,0,0,297,922,31,0
8,[],0,1250,0,0,0,0,462,788,0,0,0,286,964,0,0,0,196,1010,44,0
