,Message,A0a0,A0a1,A0a2,A0a3,A0a4,A1a0,A1a1,A1a2,A1a3,A1a4,A2a0,A2a1,A2a2,A2a3,A2a4,A3a0,A3a1,A3a2,A3a3,A3a4
0,"['Prey', 'North']",0,0,1250,0,0,1000,250,0,0,0,1250,0,0,0,0,44,0,948,258,0
1,"['Prey', 'South']",0,37,1213,0,0,1102,148,0,0,0,1250,0,0,0,0,0,0,750,500,0
2,"['Prey', 'East']",4,59,1187,0,0,1197,53,0,0,0,1250,0,0,0,0,0,0,750,500,0
3,"['Prey', 'West']",0,0,1250,0,0,909,341,0,0,0,1250,0,0,0,0,306,0,739,205,0
4,"['Prey', 'North', 'West']",0,0,1250,0,0,1137,113,0,0,0,1250,0,0,0,0,63,0,879,308,0
5,"['Prey', 'North', 'East']",15,235,1000,0,0,1139,111,0,0,0,1250,0,0,0,0,10,0,765,475,0
6,"['Prey', 'South', 'West']",200,0,1050,0,0,1019,231,0,0,0,1250,0,0,0,0,249,0,651,350,0
7,"['Prey', 'South', 'East']",17,237,996,0,0,1220,30,0,0,0,1250,0,0,0,0,0,0,750,500,0
8,[],0,0,1250,0,0,1000,250,0,0,0,1250,0,0,0,0,40,0,853,357,0
