,Message,Init_pos,T0A0,T0A1,T0A2,T0A3,T1A0,T1A1,T1A2,T1A3,T2A0,T2A1,T2A2,T2A3,T3A0,T3A1,T3A2,T3A3,T4A0,T4A1,T4A2,T4A3
0,"['Prey', 'West']","[4, 4]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
1,"['Prey', 'West']","[4, 5]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
2,"['Prey', 'West']","[4, 3]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
3,"['Prey', 'West']","[3, 3]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
4,"['Prey', 'West']","[3, 4]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5,"['Prey', 'West']","[3, 5]",2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1,1,1,1,1
6,"['Prey', 'West']","[5, 3]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2
7,"['Prey', 'West']","[5, 4]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
8,"['Prey', 'West']","[5, 5]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
9,"['Prey', 'East']","[4, 4]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
10,"['Prey', 'East']","[4, 5]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
11,"['Prey', 'East']","[4, 3]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0
12,"['Prey', 'East']","[3, 3]",2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1
13,"['Prey', 'East']","[3, 4]",2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1
14,"['Prey', 'East']","[3, 5]",2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1
15,"['Prey', 'East']","[5, 3]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
16,"['Prey', 'East']","[5, 4]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
17,"['Prey', 'East']","[5, 5]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
18,"['Prey', 'South']","[4, 4]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
19,"['Prey', 'South']","[4, 5]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
20,"['Prey', 'South']","[4, 3]",2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
21,"['Prey', 'South']","[3, 3]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
22,"['Prey', 'South']","[3, 4]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
23,"['Prey', 'South']","[3, 5]",2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1,1,1,1,1
24,"['Prey', 'South']","[5, 3]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2
25,"['Prey', 'South']","[5, 4]",2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
