,Message,A0a0,A0a1,A0a2,A0a3,A0a4,A1a0,A1a1,A1a2,A1a3,A1a4,A2a0,A2a1,A2a2,A2a3,A2a4,A3a0,A3a1,A3a2,A3a3,A3a4
0,"['Prey', 'North']",1077,0,0,147,26,716,0,493,41,0,0,0,279,971,0,200,900,117,0,33
1,"['Prey', 'South']",982,0,0,268,0,663,0,587,0,0,0,0,788,462,0,337,913,0,0,0
2,"['Prey', 'East']",953,0,0,293,4,663,0,557,30,0,0,0,788,462,0,294,877,79,0,0
3,"['Prey', 'West']",981,0,0,269,0,660,0,590,0,0,0,0,738,512,0,230,1020,0,0,0
4,"['Prey', 'North', 'West']",964,0,0,286,0,614,0,626,10,0,0,0,484,766,0,166,1046,38,0,0
5,"['Prey', 'North', 'East']",973,0,0,194,83,637,0,567,46,0,0,0,439,811,0,272,864,114,0,0
6,"['Prey', 'South', 'West']",985,0,0,265,0,621,0,629,0,0,0,0,801,449,0,416,834,0,0,0
7,"['Prey', 'South', 'East']",959,0,0,291,0,667,0,583,0,0,0,0,858,392,0,416,834,0,0,0
8,[],989,0,0,129,132,664,0,567,19,0,0,0,429,821,0,385,820,45,0,0
