,Step,Episode return,Episode extrinsic return,Episode intrinsic return,Success,Episode length
0,39,-225.1999969482422,-225.19999999999996,0.0,1,40
1,79,-4.300000190734863,-4.300000000000001,0.0,1,40
2,119,-28.369998931884766,-28.369999999999987,0.0,1,40
3,159,-21.865001678466797,-21.865000000000006,0.0,1,40
4,199,-86.22000122070312,-86.22000000000001,0.0,1,40
5,239,-51.660003662109375,-51.65999999999999,0.0,1,40
6,279,-203.7550048828125,-203.755,0.0,1,40
7,319,-78.26998901367188,-78.26999999999994,0.0,1,40
8,359,-112.17500305175781,-112.17500000000001,0.0,1,40
9,399,-7.714999675750732,-7.714999999999997,0.0,1,40
10,439,-62.155006408691406,-62.155,0.0,1,40
11,479,-164.875,-164.87499999999991,0.0,1,40
12,519,-108.93999481201172,-108.94000000000001,0.0,1,40
13,559,-10.40999984741211,-10.410000000000004,0.0,1,40
14,599,-51.165000915527344,-51.164999999999985,0.0,1,40
15,639,-175.92498779296875,-175.92500000000007,0.0,1,40
16,679,-172.885009765625,-172.88499999999993,0.0,1,40
17,719,-151.99000549316406,-151.98999999999998,0.0,1,40
18,759,-110.1199951171875,-110.11999999999999,0.0,1,40
19,799,-228.06500244140625,-228.06500000000008,0.0,1,40
20,839,-334.8949890136719,-334.89500000000004,0.0,1,40
21,879,-29.844999313354492,-29.845,0.0,1,40
22,919,-212.14500427246094,-212.1450000000001,0.0,1,40
23,959,-129.885009765625,-129.88500000000002,0.0,1,40
24,999,-209.89999389648438,-209.9000000000001,0.0,1,40
25,1039,-47.43499755859375,-47.43500000000001,0.0,1,40
26,1079,-148.9849853515625,-148.98499999999999,0.0,1,40
27,1119,-207.30999755859375,-207.31000000000003,0.0,1,40
28,1159,-33.88999938964844,-33.88999999999999,0.0,1,40
29,1199,-115.73500061035156,-115.735,0.0,1,40
30,1239,-27.415000915527344,-27.414999999999996,0.0,1,40
31,1279,-108.56500244140625,-108.56500000000004,0.0,1,40
32,1319,-60.87999725341797,-60.87999999999999,0.0,1,40
33,1359,-102.79000854492188,-102.79000000000008,0.0,1,40
34,1399,-186.56997680664062,-186.5700000000001,0.0,1,40
35,1439,-6.875,-6.875000000000002,0.0,1,40
36,1479,-26.729999542236328,-26.73000000000001,0.0,1,40
37,1519,-7.894999980926514,-7.8950000000000005,0.0,1,40
38,1559,-107.39500427246094,-107.395,0.0,1,40
39,1599,-73.6050033569336,-73.60499999999998,0.0,1,40
40,1639,-69.375,-69.37499999999999,0.0,1,40
41,1679,-130.91500854492188,-130.915,0.0,1,40
42,1719,-8.220000267028809,-8.219999999999997,0.0,1,40
43,1759,-188.33999633789062,-188.3400000000001,0.0,1,40
44,1799,-36.17000198364258,-36.17000000000001,0.0,1,40
45,1839,-22.299999237060547,-22.299999999999994,0.0,1,40
46,1879,-187.86500549316406,-187.86500000000007,0.0,1,40
47,1919,-100.24000549316406,-100.24000000000004,0.0,1,40
48,1959,-227.51498413085938,-227.51500000000001,0.0,1,40
49,1999,-26.950000762939453,-26.949999999999992,0.0,1,40
50,2039,-47.16999816894531,-47.17,0.0,1,40
51,2079,-76.0,-76.00000000000001,0.0,1,40
52,2119,-84.1500015258789,-84.15,0.0,1,40
53,2159,-35.53499984741211,-35.53499999999999,0.0,1,40
54,2199,-102.7199935913086,-102.72000000000003,0.0,1,40
55,2239,-30.76500129699707,-30.764999999999993,0.0,1,40
56,2279,-17.809999465942383,-17.81,0.0,1,40
57,2319,-21.735000610351562,-21.735,0.0,1,40
58,2359,-77.37999725341797,-77.37999999999998,0.0,1,40
59,2399,-58.03999710083008,-58.039999999999985,0.0,1,40
60,2439,-11.065000534057617,-11.064999999999992,0.0,1,40
61,2479,-41.124996185302734,-41.12499999999999,0.0,1,40
62,2519,-17.354999542236328,-17.355000000000004,0.0,1,40
63,2559,-18.604999542236328,-18.605,0.0,1,40
64,2599,-100.90499877929688,-100.905,0.0,1,40
65,2639,-34.035003662109375,-34.035,0.0,1,40
