,Team compo,Mean return,Std
0,"[0, 0, 0, 0]",-8.328666666666667,2.1085380928237667
1,"[0, 0, 0, 1]",-9.286166666666666,2.3475237958798676
2,"[0, 0, 1, 1]",-8.272166666666665,2.4140266441961424
3,"[0, 0, 1, 2]",-10.140333333333333,2.2428808607582247
4,"[0, 1, 2, 3]",-10.8885,2.4530914679236893
