,Team compo,Mean return,Std,Median return,Success rate,Success std
0,"[0, 0, 0, 0]",-1.207,29.765754668746432,-20.0,0.453,0.49778609864077156
1,"[0, 0, 0, 1]",-2.3665,29.639528973146657,-20.0,0.43775,0.4961098038741021
2,"[0, 0, 1, 1]",-3.034666666666667,29.807624274485356,-20.0,0.4295,0.49500479795654506
3,"[0, 0, 1, 2]",-3.4851666666666667,29.60415139760338,-20.0,0.4230833333333333,0.4940484049047106
4,"[0, 1, 2, 3]",-3.1169583333333333,29.650107291794587,-20.0,0.425875,0.4944749582890927
