,Team compo,Mean return,Std,Median return,Success rate,Success std
0,"[0, 0, 0, 0]",-12.892166666666666,27.98093020801052,-20.0,0.294875,0.45598655065144195
1,"[0, 0, 0, 1]",-13.086791666666667,27.634409568626527,-20.0,0.294125,0.4556484218945568
2,"[0, 0, 1, 1]",-13.281541666666667,27.71717023717604,-20.0,0.290625,0.45405077841030067
3,"[0, 0, 1, 2]",-13.11725,27.589351854852143,-20.0,0.29179166666666667,0.4545869443027984
4,"[0, 1, 2, 3]",-13.559458333333334,27.677422472235328,-20.0,0.286125,0.4519485417334589
