,Step,Episode return,Episode extrinsic return,Episode intrinsic return,Episode intrinsic return 2,Success,Episode length
0,49,-210.5309600830078,-228.8992,1.8368253409862518,0.0,1,50
1,99,-438.2351379394531,-450.9536,1.2718487083911896,0.0,1,50
2,149,36.92201614379883,-9.187200000000004,4.61092184484005,0.0,1,50
3,199,-201.72779846191406,-226.73599999999996,2.5008208751678467,0.0,1,50
4,249,-37.190147399902344,-59.24479999999996,2.2054651379585266,0.0,1,50
5,299,-28.605144500732422,-46.790400000000005,1.8185257762670517,0.0,1,50
6,349,-118.29170227050781,-163.93919999999994,4.5647498071193695,0.0,1,50
7,399,-225.48545837402344,-268.4063999999999,4.292092755436897,0.0,1,50
8,449,4.275814056396484,-19.929600000000026,2.420541286468506,0.0,1,50
9,499,-32.9722785949707,-53.01120000000001,2.0038920491933823,0.0,1,50
10,549,-356.91094970703125,-382.3423999999998,2.543145775794983,0.0,1,50
11,599,-226.389892578125,-249.0655999999999,2.2675712555646896,0.0,1,50
12,649,19.998924255371094,-6.812800000000004,2.6811723113059998,0.0,1,50
13,699,-2.8553757667541504,-29.43039999999999,2.657502517104149,0.0,1,50
14,749,-96.08621215820312,-132.9248,3.683858647942543,0.0,1,50
15,799,-192.9604034423828,-217.12639999999993,2.416599676012993,0.0,1,50
16,849,-53.60406494140625,-127.23839999999996,7.363433003425598,0.0,1,50
17,899,-51.23896408081055,-124.31359999999994,7.307463422417641,0.0,1,50
18,949,1.4173083305358887,-137.61599999999999,13.903330639004707,0.0,1,50
19,999,92.6900863647461,-49.215999999999994,14.190608456730843,0.0,1,50
20,1049,-154.02438354492188,-254.4479999999999,10.042362570762634,0.0,1,50
21,1099,-57.56758117675781,-201.7568,14.418922320008278,0.0,1,50
22,1149,-38.440834045410156,-171.83679999999993,13.339596956968307,0.0,1,50
23,1199,-43.39356994628906,-151.67679999999993,10.828323557972908,0.0,1,50
24,1249,-190.89500427246094,-289.36000000000007,9.846499174833298,0.0,1,50
25,1299,-68.93368530273438,-145.36959999999993,7.643591538071632,0.0,1,50
26,1349,64.61651611328125,-27.40159999999999,9.201811641454697,0.0,1,50
27,1399,-152.1222381591797,-219.4655999999999,6.734337121248245,0.0,1,50
28,1449,-49.95117950439453,-184.7424,13.479121893644333,0.0,1,50
29,1499,31.74060821533203,-65.36,9.710061132907867,0.0,1,50
30,1549,-203.13296508789062,-284.26240000000007,8.112943261861801,0.0,1,50
