,Step,Episode return,Episode extrinsic return,Episode intrinsic return,Episode intrinsic return 2,Success,Episode length
0,39,-187.13760375976562,-253.95999999999995,6.6822397112846375,0.0,1,40
1,79,-37.9805908203125,-98.28500000000005,6.030441105365753,0.0,1,40
2,119,54.98687744140625,-77.13000000000001,13.211687982082367,0.0,1,40
3,159,-15.652305603027344,-174.70999999999992,15.90576946735382,0.0,1,40
4,199,149.98526000976562,-8.204999999999998,15.819026499986649,0.0,1,40
5,239,92.3298568725586,-9.354999999999997,10.16848737001419,0.0,1,40
6,279,73.80316162109375,-8.9,8.270316064357758,0.0,1,40
7,319,-77.46441650390625,-161.90999999999994,8.444558262825012,0.0,1,40
8,359,93.74346923828125,-7.330000000000001,10.107347071170807,0.0,1,40
9,399,-13.987594604492188,-64.88000000000001,5.089240491390228,0.0,1,40
10,439,30.833770751953125,-97.36500000000002,12.819877088069916,0.0,1,40
11,479,-7.837007999420166,-94.58,8.67429918050766,0.0,1,40
12,519,-16.084918975830078,-111.59000000000006,9.550508081912994,0.0,1,40
13,559,-63.226348876953125,-103.26500000000006,4.0038652420043945,0.0,1,40
14,599,69.88400268554688,-7.925000000000001,7.780901223421097,0.0,1,40
15,639,-46.63194274902344,-149.33999999999995,10.270805716514587,0.0,1,40
16,679,59.99155044555664,-38.77500000000002,9.876655578613281,0.0,1,40
17,719,-86.20626831054688,-254.95999999999998,16.875373244285583,0.0,1,40
18,759,114.42617797851562,-75.155,18.958118110895157,0.0,1,40
19,799,77.91626739501953,-48.079999999999984,12.599626421928406,0.0,1,40
20,839,80.4414291381836,-151.32500000000002,23.17664262652397,0.0,1,40
21,879,85.20318603515625,-75.56,16.076319128274918,0.0,1,40
22,919,-21.18299674987793,-235.15000000000003,21.396699845790863,0.0,1,40
23,959,2.914696216583252,-160.07000000000005,16.298469632864,0.0,1,40
24,999,150.43589782714844,-42.855,19.329089790582657,0.0,1,40
25,1039,20.22146987915039,-220.03,24.025147050619125,0.0,1,40
26,1079,31.942317962646484,-160.245,19.218731820583344,0.0,1,40
27,1119,-26.948368072509766,-186.47000000000006,15.95216304063797,0.0,1,40
28,1159,21.149105072021484,-220.55000000000007,24.16991037130356,0.0,1,40
29,1199,66.7802963256836,-148.51999999999998,21.53002941608429,0.0,1,40
30,1239,-79.71150207519531,-178.0200000000001,9.830849349498749,0.0,1,40
31,1279,134.9850311279297,-38.885,17.387002408504486,0.0,1,40
32,1319,-26.250991821289062,-138.62000000000003,11.236900508403778,0.0,1,40
33,1359,-44.752655029296875,-157.34500000000008,11.25923404097557,0.0,1,40
34,1399,11.97236442565918,-205.55500000000004,21.752736449241638,0.0,1,40
35,1439,105.60385131835938,-99.85499999999999,20.545885652303696,0.0,1,40
36,1479,49.090126037597656,-151.585,20.0675128698349,0.0,1,40
37,1519,51.83112335205078,-154.54999999999998,20.638112097978592,0.0,1,40
38,1559,121.48765563964844,-78.145,19.96326532959938,0.0,1,40
39,1599,-70.64640045166016,-164.4600000000001,9.381359964609146,0.0,1,40
40,1639,-54.49777603149414,-141.94500000000002,8.74472239613533,0.0,1,40
41,1679,85.65320587158203,-76.115,16.17682057619095,0.0,1,40
42,1719,156.3537139892578,-38.68999999999999,19.504371106624603,0.0,1,40
43,1759,-16.08332061767578,-127.99000000000005,11.1906678378582,0.0,1,40
44,1799,-51.543243408203125,-161.39,10.984675645828247,0.0,1,40
45,1839,-70.01828002929688,-206.875,13.685671836137772,0.0,1,40
46,1879,84.90016174316406,-119.80499999999999,20.470515698194504,0.0,1,40
47,1919,-38.6328010559082,-138.09499999999997,9.946219891309738,0.0,1,40
48,1959,55.784027099609375,-112.84500000000004,16.862902790308,0.0,1,40
49,1999,97.61822509765625,-93.11000000000003,19.072822362184525,0.0,1,40
50,2039,50.78661346435547,-176.35,22.71366137266159,0.0,1,40
51,2079,9.455704689025879,-152.58999999999997,16.204570651054382,0.0,1,40
52,2119,91.41484069824219,-115.79999999999998,20.721484422683716,0.0,1,40
53,2159,67.91217803955078,-114.05,18.19621792435646,0.0,1,40
54,2199,38.08208465576172,-154.52,19.260208636522293,0.0,1,40
55,2239,41.94528579711914,-162.23499999999999,20.41802829504013,0.0,1,40
56,2279,34.7119255065918,-128.985,16.369692623615265,0.0,1,40
57,2319,18.124568939208984,-119.66000000000004,13.778456509113312,0.0,1,40
58,2359,-17.82254409790039,-203.54,18.571745723485947,0.0,1,40
59,2399,154.2100830078125,-40.55999999999999,19.477008044719696,0.0,1,40
60,2439,8.208625793457031,-146.93,15.513862639665604,0.0,1,40
61,2479,69.72026062011719,-81.57499999999999,15.1295265853405,0.0,1,40
62,2519,95.17060852050781,-83.74999999999999,17.892060935497284,0.0,1,40
63,2559,28.87925910949707,-172.76000000000002,20.16392594575882,0.0,1,40
64,2599,74.39337921142578,-117.96999999999998,19.236338287591934,0.0,1,40
65,2639,66.30872344970703,-116.59000000000003,18.28987208008766,0.0,1,40
66,2679,70.8304443359375,-111.86999999999999,18.270044535398483,0.0,1,40
67,2719,49.27330017089844,-119.35500000000003,16.862830132246017,0.0,1,40
68,2759,-57.24638366699219,-199.55000000000004,14.230361878871918,0.0,1,40
69,2799,132.2494354248047,-41.09499999999999,17.334444165229797,0.0,1,40
70,2839,53.56448745727539,-134.12499999999997,18.768949151039124,0.0,1,40
