,Step,Ratio_gen_perf
0,25000,0.87213
1,50000,0.90126
2,75000,0.90815
3,100000,0.90994
4,125000,0.9127
5,150000,0.91264
6,175000,0.91108
7,200000,0.91209
8,225000,0.90349
9,250000,0.91286
10,275000,0.906
11,300000,0.91071
12,325000,0.90982
13,350000,0.9098
14,375000,0.91151
15,400000,0.91083
16,425000,0.91494
17,450000,0.91695
18,475000,0.91081
19,500000,0.91067
20,525000,0.91031
21,550000,0.90111
22,575000,0.90812
23,600000,0.90527
24,625000,0.90987
25,650000,0.90838
26,675000,0.90378
27,700000,0.90511
28,725000,0.90615
29,750000,0.90546
30,775000,0.91631
31,800000,0.90381
32,825000,0.9058
33,850000,0.90522
34,875000,0.90622
35,900000,0.90674
36,925000,0.90359
37,950000,0.90563
38,975000,0.90671
39,1000000,0.90342
40,1025000,0.90275
41,1050000,0.89883
42,1075000,0.89388
43,1100000,0.89436
44,1125000,0.89847
45,1150000,0.89292
46,1175000,0.89287
47,1200000,0.88903
48,1225000,0.88492
49,1250000,0.88835
50,1275000,0.88789
51,1300000,0.87942
52,1325000,0.87437
53,1350000,0.87466
54,1375000,0.88361
55,1400000,0.8811
56,1425000,0.87615
57,1450000,0.87205
58,1475000,0.87297
59,1500000,0.87059
60,1525000,0.8658
61,1550000,0.87054
62,1575000,0.86458
63,1600000,0.86588
64,1625000,0.86792
65,1650000,0.86144
66,1675000,0.86135
67,1700000,0.86266
68,1725000,0.8654
69,1750000,0.86336
70,1775000,0.86356
71,1800000,0.8551
72,1825000,0.86026
73,1850000,0.85352
74,1875000,0.85698
75,1900000,0.84584
76,1925000,0.85345
77,1950000,0.84878
78,1975000,0.84907
79,2000000,0.84707
80,2025000,0.85523
81,2050000,0.84089
82,2075000,0.84332
83,2100000,0.85005
84,2125000,0.84484
85,2150000,0.847
86,2175000,0.85141
87,2200000,0.8485
88,2225000,0.84548
89,2250000,0.84303
90,2275000,0.84318
91,2300000,0.8355
92,2325000,0.83595
93,2350000,0.82929
94,2375000,0.83548
95,2400000,0.8366
96,2425000,0.83346
97,2450000,0.83206
98,2475000,0.83143
99,2500000,0.82899
100,2525000,0.8278
101,2550000,0.81813
102,2575000,0.82467
103,2600000,0.82768
104,2625000,0.82521
105,2650000,0.82261
106,2675000,0.81535
107,2700000,0.82668
108,2725000,0.82744
109,2750000,0.82304
110,2775000,0.81771
111,2800000,0.81543
112,2825000,0.81783
113,2850000,0.81301
114,2875000,0.81468
115,2900000,0.81717
116,2925000,0.81751
117,2950000,0.81485
118,2975000,0.81669
119,3000000,0.8124
120,3025000,0.81279
121,3050000,0.81413
122,3075000,0.80852
123,3100000,0.81378
124,3125000,0.80701
125,3150000,0.81317
126,3175000,0.81875
127,3200000,0.81554
128,3225000,0.81804
129,3250000,0.82309
130,3275000,0.81537
131,3300000,0.81594
132,3325000,0.82567
133,3350000,0.81987
134,3375000,0.82899
135,3400000,0.82693
136,3425000,0.82883
137,3450000,0.82191
138,3475000,0.82322
139,3500000,0.82387
140,3525000,0.80846
141,3550000,0.81618
142,3575000,0.81723
143,3600000,0.82212
144,3625000,0.81875
145,3650000,0.82319
146,3675000,0.82145
147,3700000,0.81449
148,3725000,0.81587
149,3750000,0.8144
150,3775000,0.81059
151,3800000,0.81468
152,3825000,0.80838
153,3850000,0.80954
154,3875000,0.81024
155,3900000,0.81319
156,3925000,0.80826
157,3950000,0.80351
158,3975000,0.80682
159,4000000,0.80451
160,4025000,0.80196
161,4050000,0.81036
162,4075000,0.80101
163,4100000,0.80422
164,4125000,0.80094
165,4150000,0.80599
166,4175000,0.80169
167,4200000,0.78701
168,4225000,0.79329
169,4250000,0.79761
170,4275000,0.80118
171,4300000,0.79208
172,4325000,0.80058
173,4350000,0.79373
174,4375000,0.79879
175,4400000,0.79225
176,4425000,0.79481
177,4450000,0.79259
178,4475000,0.79122
179,4500000,0.79618
180,4525000,0.79262
181,4550000,0.79129
182,4575000,0.79184
183,4600000,0.78989
184,4625000,0.78729
185,4650000,0.78685
186,4675000,0.78882
187,4700000,0.78075
188,4725000,0.77914
189,4750000,0.78344
190,4775000,0.79077
191,4800000,0.78505
192,4825000,0.79323
193,4850000,0.79069
194,4875000,0.79681
195,4900000,0.79562
196,4925000,0.78633
197,4950000,0.78447
198,4975000,0.78356
199,5000000,0.78572
200,5025000,0.7927
201,5050000,0.79078
202,5075000,0.79126
203,5100000,0.77824
204,5125000,0.77994
205,5150000,0.78072
206,5175000,0.77601
207,5200000,0.7796
208,5225000,0.77718
209,5250000,0.77837
210,5275000,0.77265
211,5300000,0.7783
212,5325000,0.78073
213,5350000,0.77573
214,5375000,0.78068
215,5400000,0.77836
216,5425000,0.77479
217,5450000,0.77408
218,5475000,0.77129
219,5500000,0.76799
220,5525000,0.75795
221,5550000,0.77154
222,5575000,0.77276
223,5600000,0.76446
224,5625000,0.77161
225,5650000,0.75896
226,5675000,0.76772
227,5700000,0.76949
228,5725000,0.76813
229,5750000,0.76471
230,5775000,0.76906
231,5800000,0.76868
232,5825000,0.77327
233,5850000,0.77058
234,5875000,0.76388
235,5900000,0.76912
236,5925000,0.75903
237,5950000,0.76699
238,5975000,0.76252
239,6000000,0.76272
240,6025000,0.7604
241,6050000,0.76545
242,6075000,0.76964
243,6100000,0.7629
244,6125000,0.76445
245,6150000,0.75701
246,6175000,0.75835
247,6200000,0.76347
248,6225000,0.76107
249,6250000,0.7565
250,6275000,0.75462
251,6300000,0.75218
252,6325000,0.75636
253,6350000,0.75518
254,6375000,0.75246
255,6400000,0.75603
256,6425000,0.75031
257,6450000,0.74972
258,6475000,0.75529
259,6500000,0.74716
260,6525000,0.75236
261,6550000,0.75662
262,6575000,0.75422
263,6600000,0.75013
264,6625000,0.75114
265,6650000,0.75477
266,6675000,0.74321
267,6700000,0.75297
268,6725000,0.75368
269,6750000,0.74528
270,6775000,0.75073
271,6800000,0.74878
272,6825000,0.74652
273,6850000,0.7535
274,6875000,0.75322
275,6900000,0.75212
276,6925000,0.75576
277,6950000,0.75524
278,6975000,0.75141
279,7000000,0.75506
280,7025000,0.75873
281,7050000,0.75646
282,7075000,0.75201
283,7100000,0.74981
284,7125000,0.76248
285,7150000,0.75471
286,7175000,0.7494
287,7200000,0.75464
288,7225000,0.75864
289,7250000,0.75159
290,7275000,0.75789
291,7300000,0.75157
292,7325000,0.7579
293,7350000,0.76544
294,7375000,0.75806
295,7400000,0.75572
296,7425000,0.75481
297,7450000,0.74878
298,7475000,0.75618
299,7500000,0.74929
300,7525000,0.75787
301,7550000,0.75394
302,7575000,0.75184
303,7600000,0.7552
304,7625000,0.74944
305,7650000,0.76057
306,7675000,0.75781
307,7700000,0.75609
308,7725000,0.74657
309,7750000,0.75391
310,7775000,0.75566
311,7800000,0.75185
312,7825000,0.74364
313,7850000,0.75247
314,7875000,0.7581
315,7900000,0.74511
316,7925000,0.75928
317,7950000,0.74925
318,7975000,0.75044
319,8000000,0.75297
320,8025000,0.75005
321,8050000,0.75487
322,8075000,0.74715
323,8100000,0.75327
324,8125000,0.74877
325,8150000,0.75012
326,8175000,0.75379
327,8200000,0.74895
328,8225000,0.75304
329,8250000,0.75529
330,8275000,0.75231
331,8300000,0.75063
332,8325000,0.74852
333,8350000,0.75084
334,8375000,0.7516
335,8400000,0.74677
336,8425000,0.74837
337,8450000,0.74844
338,8475000,0.75256
339,8500000,0.75002
340,8525000,0.75103
341,8550000,0.75495
342,8575000,0.75596
343,8600000,0.75567
344,8625000,0.75419
345,8650000,0.75687
346,8675000,0.76079
347,8700000,0.76527
348,8725000,0.75206
349,8750000,0.75728
350,8775000,0.7538
351,8800000,0.75612
352,8825000,0.75014
353,8850000,0.75418
354,8875000,0.74983
355,8900000,0.74981
356,8925000,0.74268
357,8950000,0.74477
358,8975000,0.74391
359,9000000,0.74227
360,9025000,0.74307
361,9050000,0.73624
362,9075000,0.73838
363,9100000,0.74468
364,9125000,0.73597
365,9150000,0.73795
366,9175000,0.7341
367,9200000,0.74131
368,9225000,0.73041
369,9250000,0.73932
370,9275000,0.73147
371,9300000,0.72698
372,9325000,0.72971
373,9350000,0.72641
374,9375000,0.726
375,9400000,0.72433
376,9425000,0.72898
377,9450000,0.72751
378,9475000,0.72989
379,9500000,0.7301
380,9525000,0.72585
381,9550000,0.71858
382,9575000,0.72672
383,9600000,0.72813
384,9625000,0.71889
385,9650000,0.72872
386,9675000,0.72768
387,9700000,0.72192
388,9725000,0.7174
389,9750000,0.71967
390,9775000,0.72467
391,9800000,0.72968
392,9825000,0.73043
393,9850000,0.72829
394,9875000,0.73049
395,9900000,0.72427
396,9925000,0.72248
397,9950000,0.72831
398,9975000,0.72102
399,10000000,0.7213
