Wall time,Step,Value
1641824737.9169781,4,-323.47869873046875
1641824785.476956,14,-273.2450256347656
1641824790.2625968,15,-279.1572570800781
1641824804.5690184,18,-313.1534423828125
1641824809.3527467,19,-254.66310119628906
1641824814.13413,20,-239.08078002929688
1641824823.5222101,22,-249.0640106201172
1641824842.1844835,26,-261.4091491699219
1641824846.8559542,27,-237.93418884277344
1641824908.0402226,40,-216.8203582763672
1641824941.0124514,47,-213.3025360107422
1641824945.7403176,48,-213.43466186523438
1641824950.4643924,49,-233.43954467773438
1641824959.9092252,51,-237.74703979492188
1641824974.0905201,54,-229.2765655517578
1641825002.222654,60,-266.6202392578125
1641825006.9496615,61,-288.53125
1641825011.680725,62,-235.3993377685547
1641825016.493434,63,-247.2080841064453
1641825030.8648484,66,-214.8040313720703
1641825035.632206,67,-223.8019256591797
1641825040.357163,68,-235.65574645996094
1641825049.8549628,70,-261.469482421875
1641825054.6065576,71,-260.88555908203125
1641825083.0826824,77,-257.4555358886719
1641825106.9429696,82,-229.53598022460938
1641825140.3993056,89,-207.4095916748047
1641825187.100539,99,-242.61492919921875
1641825205.6831603,103,-201.67892456054688
1641825219.8190343,106,-198.47520446777344
1641825224.5510123,107,-192.9166717529297
1641825234.0158055,109,-188.76612854003906
1641825266.9613192,116,-202.81544494628906
1641825290.3857117,121,-175.24717712402344
1641825309.0747035,125,-208.44371032714844
1641825313.8290644,126,-212.69151306152344
1641825323.2784817,128,-214.69351196289062
1641825332.7239196,130,-222.6464385986328
1641825361.113917,136,-200.39724731445312
1641825365.8595076,137,-173.64596557617188
1641825398.9104412,144,-230.82852172851562
1641825408.3399677,146,-188.166259765625
1641825413.0627809,147,-195.9052734375
1641825427.2824426,150,-211.10940551757812
1641825460.8188357,157,-175.9835662841797
1641825475.1699471,160,-179.86143493652344
1641825484.5832896,162,-188.61944580078125
1641825494.023434,164,-163.88792419433594
1641825522.5597079,170,-196.83338928222656
1641825527.3290012,171,-205.89854431152344
1641825532.1088803,172,-194.52664184570312
1641825555.7709584,177,-153.44427490234375
1641825588.6592133,184,-182.39390563964844
1641825593.3544452,185,-182.85018920898438
1641825598.0408328,186,-210.40252685546875
1641825617.0851333,190,-201.43710327148438
1641825621.8523912,191,-203.96511840820312
1641825626.5770383,192,-196.21060180664062
1641825660.142654,199,-189.29017639160156
1641825674.4717455,202,-175.07814025878906
1641825679.2260888,203,-157.599609375
1641825683.9795027,204,-171.68702697753906
1641825688.7466586,205,-166.48313903808594
1641825698.2771604,207,-193.40286254882812
1641825717.2757454,211,-182.54342651367188
1641825726.7114422,213,-182.35043334960938
1641825736.2092524,215,-172.58216857910156
1641825755.3127995,219,-189.56887817382812
1641825760.0551436,220,-195.5574188232422
1641825764.750136,221,-207.95950317382812
1641825778.7506115,224,-193.95883178710938
1641825802.2957408,229,-192.90989685058594
1641825849.1046448,239,-196.3822479248047
1641825873.0120218,244,-178.91506958007812
1641825877.7906256,245,-185.14248657226562
1641825882.6273053,246,-183.832275390625
1641825939.658273,258,-182.5369873046875
1641825944.4250658,259,-164.38809204101562
1641825949.2112327,260,-199.94712829589844
1641826001.4840224,271,-182.4720001220703
1641826015.8552902,274,-182.9601593017578
1641826025.3894258,276,-178.929443359375
1641826034.9282084,278,-180.15321350097656
1641826053.9846897,282,-185.576904296875
1641826068.2476215,285,-154.2947998046875
1641826082.370656,288,-179.67312622070312
1641826091.8337505,290,-185.56517028808594
1641826115.5025377,295,-199.07150268554688
1641826124.962646,297,-174.39048767089844
1641826129.6835737,298,-192.64732360839844
1641826167.3648672,306,-193.62869262695312
1641826176.7870317,308,-160.05471801757812
1641826195.744283,312,-176.1183319091797
1641826214.7876194,316,-203.50271606445312
1641826224.3741963,318,-160.55307006835938
1641826229.1777658,319,-173.10049438476562
1641826243.3389554,322,-195.75027465820312
1641826314.678955,337,-171.43658447265625
1641826319.3856006,338,-206.3336181640625
1641826343.3075287,343,-193.43875122070312
1641826352.8521345,345,-178.4366912841797
1641826357.6364965,346,-194.33477783203125
1641826386.1186256,352,-179.21713256835938
1641826395.5283642,354,-184.1402587890625
1641826414.1826394,358,-174.1373291015625
1641826433.019507,362,-201.82827758789062
1641826437.7543392,363,-180.64178466796875
1641826442.5715644,364,-164.0440673828125
1641826447.3543673,365,-190.42523193359375
1641826452.123358,366,-185.95399475097656
1641826456.8610137,367,-200.37948608398438
1641826509.1284854,378,-164.66720581054688
1641826546.6105945,386,-210.02151489257812
1641826565.4967647,390,-172.77206420898438
1641826574.9212742,392,-175.1860809326172
1641826584.4167354,394,-180.91537475585938
1641826598.785697,397,-177.19700622558594
1641826622.416039,402,-198.21241760253906
1641826631.8973327,404,-185.53990173339844
1641826655.5650861,409,-172.66465759277344
1641826679.4371421,414,-182.7133331298828
1641826684.1951432,415,-163.65744018554688
1641826712.531324,421,-148.495361328125
1641826717.2161999,422,-153.47581481933594
1641826736.04145,426,-168.2023468017578
1641826754.972499,430,-183.0323028564453
1641826778.7837257,435,-208.39907836914062
1641826783.5576112,436,-167.4323272705078
1641826788.3400517,437,-171.9769287109375
1641826797.897358,439,-194.28147888183594
1641826816.7889755,443,-207.00732421875
1641826821.5339904,444,-203.11940002441406
1641826830.9681602,446,-181.45718383789062
1641826850.0150254,450,-177.3010711669922
1641826859.4786785,452,-168.6582794189453
1641826878.4564848,456,-164.9835662841797
1641826902.1411026,461,-171.5810546875
1641826921.0549743,465,-184.56399536132812
1641826925.792101,466,-173.047119140625
1641826935.235874,468,-183.1355438232422
1641826944.6697495,470,-172.5323028564453
1641826963.618633,474,-197.75784301757812
1641826968.3578146,475,-187.25526428222656
1641826992.183703,480,-207.3202362060547
1641826996.8868625,481,-191.4826202392578
1641827025.395172,487,-187.23255920410156
1641827034.8660212,489,-174.77200317382812
1641827058.5730352,494,-172.03492736816406
1641827077.672851,498,-173.3224639892578
1641827130.2980213,509,-184.87074279785156
1641827135.0898187,510,-203.5083465576172
1641827139.8716707,511,-193.96044921875
1641827144.676354,512,-209.19984436035156
1641827149.4585695,513,-175.944580078125
1641827154.2278998,514,-206.77313232421875
1641827168.643247,517,-179.8433380126953
1641827173.4612577,518,-168.96292114257812
1641827178.259197,519,-157.3671112060547
1641827244.001016,533,-167.90737915039062
1641827248.6894855,534,-198.2180938720703
1641827258.0317721,536,-200.09075927734375
1641827262.7045054,537,-176.5066680908203
1641827267.4118183,538,-194.8119659423828
1641827276.7384167,540,-171.416748046875
1641827286.058211,542,-219.7577667236328
1641827295.4391336,544,-195.5778350830078
1641827304.8268511,546,-187.3822021484375
1641827323.5533378,550,-174.16839599609375
1641827332.9380841,552,-195.31044006347656
1641827351.9372034,556,-224.2121124267578
1641827380.7233243,562,-183.21365356445312
1641827390.2342498,564,-191.18704223632812
1641827409.0125332,568,-172.6038818359375
1641827423.271733,571,-206.72918701171875
1641827432.621483,573,-184.035400390625
1641827484.8350825,584,-166.15695190429688
1641827489.508394,585,-194.62884521484375
1641827503.7125146,588,-155.92828369140625
1641827513.228814,590,-205.1742706298828
1641827517.9512675,591,-168.87437438964844
1641827532.2026255,594,-152.6153564453125
1641827541.7779367,596,-184.65261840820312
1641827575.2027378,603,-216.23599243164062
1641827599.04946,608,-172.9596405029297
1641827622.226488,613,-193.18707275390625
1641827626.8961737,614,-164.73655700683594
1641827636.3139198,616,-181.78533935546875
1641827664.605687,622,-169.6766815185547
1641827669.3221157,623,-213.7721405029297
1641827683.5800216,626,-178.0930938720703
1641827693.101821,628,-188.64950561523438
1641827697.87237,629,-175.7196502685547
1641827716.9353938,633,-177.2193145751953
1641827736.1307533,637,-193.1826171875
1641827759.9914236,642,-187.7934112548828
1641827764.7389746,643,-190.31761169433594
1641827769.5002747,644,-201.765380859375
1641827793.3708866,649,-176.55264282226562
1641827802.9287667,651,-141.4195556640625
1641827821.9466622,655,-176.20249938964844
1641827836.2780657,658,-151.76458740234375
1641827845.8299656,660,-178.67091369628906
1641827879.168339,667,-175.1266326904297
1641827893.4486313,670,-208.9346923828125
1641827917.2446604,675,-181.80870056152344
1641827921.9934916,676,-185.27947998046875
1641827941.025537,680,-178.36968994140625
1641827959.9759247,684,-193.6980743408203
1641827998.1584337,692,-161.6953125
1641828007.6218474,694,-184.56166076660156
1641828017.1136975,696,-196.69744873046875
1641828021.7773263,697,-171.9433135986328
1641828031.216547,699,-203.87298583984375
1641828045.1312163,702,-169.02230834960938
1641828082.9225183,710,-148.4131622314453
1641828106.554145,715,-192.06251525878906
1641828116.0392318,717,-174.588623046875
1641828130.2780223,720,-179.29244995117188
1641828135.0527143,721,-162.0911407470703
1641828144.5541267,723,-180.69097900390625
1641828154.0529592,725,-174.0713348388672
1641828158.8132136,726,-168.24940490722656
1641828168.3352349,728,-179.0599365234375
1641828173.1111448,729,-188.00650024414062
1641828182.634756,731,-175.76849365234375
1641828187.454454,732,-145.72052001953125
1641828192.1794684,733,-174.247802734375
1641828215.927229,738,-178.0697784423828
1641828234.783576,742,-162.70883178710938
1641828244.1573794,744,-170.72390747070312
1641828300.9873397,756,-171.0045928955078
1641828338.9076786,764,-165.06613159179688
1641828343.6387625,765,-199.54229736328125
1641828362.627543,769,-177.6708526611328
1641828376.728608,772,-173.5155029296875
1641828390.7921734,775,-197.21987915039062
1641828395.4459496,776,-186.51165771484375
1641828404.7796583,778,-185.2133026123047
1641828409.398019,779,-177.22669982910156
1641828414.0507255,780,-198.8914337158203
1641828423.39384,782,-205.20819091796875
1641828452.094921,788,-180.5153350830078
1641828527.290564,804,-176.4093780517578
1641828532.0027852,805,-179.9609375
1641828536.7047615,806,-191.9414520263672
1641828541.4103544,807,-188.41551208496094
1641828555.523637,810,-175.91868591308594
1641828593.3026094,818,-206.64390563964844
1641828598.0674863,819,-184.5492706298828
1641828640.5857036,828,-175.03897094726562
1641828659.6076841,832,-172.51376342773438
1641828664.3553863,833,-180.91836547851562
1641828673.8818803,835,-168.0341033935547
1641828678.6304655,836,-192.36985778808594
1641828692.8298354,839,-188.65185546875
1641828697.5460684,840,-167.5547332763672
1641828711.5789855,843,-172.4160919189453
1641828720.9857154,845,-194.3270721435547
1641828749.4967372,851,-188.96551513671875
1641828777.7537067,857,-196.29383850097656
1641828792.396878,860,-185.84104919433594
1641828801.8501782,862,-180.16732788085938
1641828820.824056,866,-185.73683166503906
1641828839.6866186,870,-172.45045471191406
1641828844.3180006,871,-201.80064392089844
1641828905.2973003,884,-154.5430450439453
1641828914.6735373,886,-180.52259826660156
1641828933.5987294,890,-187.10845947265625
1641828943.169191,892,-171.22479248046875
1641828957.602828,895,-176.6466522216797
1641828967.1211598,897,-182.2069549560547
1641828971.8474708,898,-199.99745178222656
1641828985.9560254,901,-211.2774200439453
1641828990.6808243,902,-167.95681762695312
1641829014.512972,907,-209.53097534179688
1641829019.2346506,908,-174.05697631835938
1641829028.7146902,910,-174.3691864013672
1641829033.4880648,911,-186.85862731933594
1641829066.7407079,918,-189.70684814453125
1641829071.5203767,919,-196.71665954589844
1641829081.057402,921,-184.45130920410156
1641829114.2535737,928,-173.69508361816406
1641829123.768114,930,-186.34869384765625
1641829128.5131054,931,-208.97671508789062
1641829133.2691092,932,-185.71592712402344
1641829166.3793418,939,-142.20387268066406
1641829180.4041605,942,-185.4412384033203
1641829194.542244,945,-170.43963623046875
1641829213.5485444,949,-169.29217529296875
1641829227.8226137,952,-168.32591247558594
1641829242.1201909,955,-159.59031677246094
1641829266.015738,960,-175.9022674560547
1641829280.4087002,963,-169.84584045410156
1641829290.0404756,965,-171.9989471435547
1641829299.6490316,967,-184.74273681640625
1641829304.4410493,968,-201.7537841796875
1641829352.4447389,978,-172.802001953125
1641829357.253749,979,-177.09158325195312
1641829371.6847508,982,-184.25137329101562
1641829390.8745837,986,-158.89144897460938
1641829409.7372465,990,-169.20086669921875
1641829419.3484519,992,-175.9461669921875
1641829428.912813,994,-176.46636962890625
1641829438.361515,996,-174.0829620361328
1641829452.4692206,999,-185.2522430419922
1641829466.6443515,1002,-168.30014038085938
1641829471.4414992,1003,-176.341796875
1641829476.151775,1004,-175.08383178710938
1641829485.5619855,1006,-177.00494384765625
1641829509.0509682,1011,-161.95864868164062
1641829518.3753471,1013,-189.8575897216797
1641829527.8741136,1015,-155.63995361328125
1641829560.9439425,1022,-174.96453857421875
1641829579.857296,1026,-208.92703247070312
1641829589.2769518,1028,-172.1782989501953
1641829622.1949763,1035,-196.923095703125
1641829626.9467034,1036,-183.271240234375
1641829631.6568756,1037,-194.73876953125
1641829660.0073812,1043,-185.83409118652344
1641829674.0423985,1046,-190.34661865234375
1641829720.7535975,1056,-193.54505920410156
1641829730.1081977,1058,-190.57278442382812
1641829739.549413,1060,-193.55963134765625
1641829748.9794965,1062,-183.40478515625
1641829772.656045,1067,-169.48179626464844
1641829782.1108463,1069,-182.56405639648438
1641829786.8442883,1070,-178.48748779296875
1641829791.577917,1071,-165.21414184570312
1641829796.3067222,1072,-155.97801208496094
1641829801.0695405,1073,-180.58274841308594
1641829820.006152,1077,-152.36404418945312
1641829834.2194412,1080,-158.04641723632812
1641829857.8079598,1085,-191.20962524414062
1641829862.5462754,1086,-177.954345703125
1641829867.2693522,1087,-154.524658203125
1641829886.2551873,1091,-173.195556640625
1641829919.2227008,1098,-206.13648986816406
1641829938.038674,1102,-172.63783264160156
1641829942.7628026,1103,-179.03614807128906
1641829947.497381,1104,-183.74530029296875
1641829961.7181964,1107,-159.18206787109375
1641829971.3037393,1109,-189.513427734375
1641829980.8972664,1111,-179.4287109375
1641829985.6481273,1112,-186.6056671142578
1641829995.297622,1114,-191.9326629638672
1641830028.7193027,1121,-175.35537719726562
1641830033.5079432,1122,-168.40377807617188
1641830047.9512885,1125,-186.00181579589844
1641830052.7797904,1126,-195.59170532226562
1641830062.36015,1128,-177.37435913085938
1641830067.1335769,1129,-167.6673126220703
1641830081.326353,1132,-174.46682739257812
1641830090.7043197,1134,-163.785888671875
1641830114.1471033,1139,-178.3542022705078
1641830147.025183,1146,-197.90713500976562
1641830170.741749,1151,-163.448974609375
1641830175.5222178,1152,-164.74676513671875
1641830222.9939687,1162,-176.77626037597656
1641830232.4112852,1164,-161.5423126220703
1641830246.4604564,1167,-161.20887756347656
1641830279.4445639,1174,-187.9407958984375
1641830288.7623234,1176,-162.85772705078125
1641830293.4470885,1177,-188.5233917236328
1641830298.1979218,1178,-172.23106384277344
1641830317.0850945,1182,-178.58251953125
1641830326.5242746,1184,-184.83070373535156
1641830350.171418,1189,-179.7158966064453
1641830369.0512273,1193,-155.6800994873047
1641830373.7527537,1194,-177.49087524414062
1641830387.983138,1197,-163.48495483398438
1641830425.6281557,1205,-160.2553253173828
1641830430.4126573,1206,-183.83729553222656
1641830435.1499918,1207,-189.43650817871094
1641830468.180399,1214,-155.27847290039062
1641830487.063627,1218,-220.64662170410156
1641830510.6305177,1223,-181.58026123046875
1641830519.9732106,1225,-179.31735229492188
1641830538.764008,1229,-179.25279235839844
1641830609.6035354,1244,-201.65606689453125
1641830619.0943387,1246,-189.88882446289062
1641830633.345675,1249,-185.3676300048828
1641830638.089057,1250,-180.28700256347656
1641830642.8228533,1251,-181.19818115234375
1641830647.5469842,1252,-182.50645446777344
1641830657.040619,1254,-197.91029357910156
1641830666.6120121,1256,-152.3993377685547
1641830671.4021873,1257,-174.35133361816406
1641830685.7845552,1260,-181.28659057617188
1641830690.513035,1261,-168.35958862304688
1641830718.966106,1267,-182.9305419921875
1641830737.7969277,1271,-157.08102416992188
1641830761.558409,1276,-168.58766174316406
1641830766.3315315,1277,-192.01956176757812
1641830771.0971167,1278,-166.6105194091797
1641830789.97642,1282,-192.79061889648438
1641830804.09354,1285,-174.16342163085938
1641830827.450411,1290,-190.45193481445312
1641830841.4573996,1293,-200.1666259765625
1641830864.8628843,1298,-189.58265686035156
1641830869.563261,1299,-178.05783081054688
1641830883.631634,1302,-201.3724365234375
1641830902.4390044,1306,-195.74098205566406
1641830921.4429686,1310,-188.65171813964844
1641830945.050115,1315,-182.69784545898438
1641830968.8484924,1320,-176.41709899902344
1641830978.3725946,1322,-180.8229217529297
1641830992.71943,1325,-164.80630493164062
1641830997.5183916,1326,-209.4718780517578
1641831040.4033618,1335,-177.62255859375
1641831088.1121671,1345,-197.80426025390625
1641831102.2764156,1348,-201.36122131347656
1641831130.66003,1354,-183.77984619140625
1641831159.0953417,1360,-148.087646484375
1641831177.8354406,1364,-164.45986938476562
1641831182.5454557,1365,-196.9893035888672
1641831187.2636192,1366,-183.98876953125
1641831196.7188163,1368,-163.61007690429688
1641831229.7968857,1375,-172.31617736816406
1641831234.503168,1376,-175.42160034179688
1641831253.246429,1380,-179.09414672851562
1641831281.3951077,1386,-183.67356872558594
1641831300.4506547,1390,-164.33468627929688
1641831314.608595,1393,-177.3900604248047
1641831333.5927906,1397,-170.5430450439453
1641831427.918232,1417,-199.41078186035156
1641831446.860872,1421,-156.27684020996094
1641831494.1936827,1431,-196.0502166748047
1641831517.8493307,1436,-157.54367065429688
1641831527.3610885,1438,-185.7894744873047
1641831532.1061573,1439,-172.88294982910156
1641831536.8846495,1440,-199.04310607910156
1641831541.5229564,1441,-192.92196655273438
1641831579.0047164,1449,-176.0541229248047
1641831607.352529,1455,-176.06637573242188
1641831616.6160264,1457,-179.578369140625
1641831621.2870755,1458,-184.31906127929688
1641831630.6862526,1460,-168.49594116210938
1641831635.4267128,1461,-164.9731903076172
1641831692.4001014,1473,-196.0090789794922
1641831697.1103437,1474,-175.31019592285156
1641831706.698183,1476,-186.53668212890625
1641831740.0619433,1483,-201.57760620117188
1641831759.0414987,1487,-167.588623046875
1641831773.1027899,1490,-157.53756713867188
1641831792.1867354,1494,-197.84327697753906
1641831811.2518187,1498,-185.2617950439453
1641831816.0227458,1499,-155.0322265625
1641831830.359126,1502,-171.2045135498047
1641831863.648897,1509,-174.20936584472656
1641831868.4045527,1510,-164.9349365234375
1641831873.1663413,1511,-180.83139038085938
1641831882.745433,1513,-183.03968811035156
1641831897.0264122,1516,-177.7095489501953
1641831954.0054007,1528,-173.06907653808594
1641831982.527111,1534,-189.4275665283203
1641831996.7928185,1537,-172.93516540527344
1641832001.569548,1538,-174.4888153076172
1641832015.8516312,1541,-188.51295471191406
1641832049.044981,1548,-163.7801513671875
1641832063.3336008,1551,-156.79220581054688
1641832068.1465814,1552,-187.50047302246094
1641832115.8827453,1562,-161.540771484375
1641832130.0543861,1565,-163.87867736816406
1641832134.7836192,1566,-172.92398071289062
1641832144.2722383,1568,-186.1085968017578
1641832163.2757804,1572,-194.9541015625
1641832167.9788327,1573,-155.17626953125
1641832182.0866103,1576,-171.09637451171875
1641832200.661768,1580,-174.81097412109375
1641832224.0261378,1585,-173.6688995361328
1641832271.8617437,1595,-173.25143432617188
1641832276.63034,1596,-169.15980529785156
1641832281.4077785,1597,-182.2427520751953
1641832300.367058,1601,-163.90667724609375
1641832309.917012,1603,-163.30799865722656
1641832348.4094408,1611,-184.30587768554688
1641832424.5718646,1627,-175.3323516845703
1641832443.5541232,1631,-214.7706298828125
1641832462.6962745,1635,-167.94039916992188
1641832472.2705333,1637,-173.1534881591797
1641832486.6535218,1640,-186.6311798095703
1641832491.3813865,1641,-159.3951416015625
1641832514.7766142,1646,-193.47315979003906
1641832519.464067,1647,-186.59657287597656
1641832538.3263261,1651,-167.1351318359375
1641832552.5778165,1654,-156.9382781982422
1641832562.0210226,1656,-171.77532958984375
1641832590.3781722,1662,-203.17958068847656
1641832609.530473,1666,-194.57229614257812
1641832628.6116304,1670,-190.83187866210938
1641832647.644145,1674,-190.94473266601562
1641832661.8148735,1677,-172.7345428466797
1641832671.2987008,1679,-152.53663635253906
1641832699.6999202,1685,-152.66297912597656
1641832704.3837688,1686,-179.0677947998047
1641832709.114235,1687,-167.5604248046875
