,Team compo,Mean return,Std,Median return,Success rate,Success std
0,"[0, 0, 0, 0]",9.108333333333333,26.48794406056377,19.0,0.6289166666666667,0.4830947040235025
1,"[0, 0, 0, 1]",6.775125,27.902236581220063,17.0,0.593,0.4912748721438947
2,"[0, 0, 1, 1]",5.418708333333333,28.321307791100747,15.0,0.5701666666666667,0.49505215774591754
