,Team compo,Mean return,Std return,Median return,Ci lower return,Ci upper return,Mean success rate,Std success rate,Median success rate,Ci lower success rate,Ci upper success rate
0,AAAA,15.684000000000001,0.9842479362437088,16.238,17.492443605981165,13.875556394018835,0.718,0.02199999999999997,0.73,0.7584224970828227,0.6775775029171772
1,AAAB,13.820583333333332,2.1960018199117126,13.815999999999999,14.464983624727306,13.176183041939357,0.6823333333333333,0.04041314417639664,0.68,0.6941922678967226,0.6704743987699441
2,AABB,13.433111111111112,2.2618009758422573,13.418,14.209250085149083,12.65697213707314,0.6757777777777778,0.04226839580526586,0.678,0.690282214598225,0.6612733409573306
