,Team compo,Mean return,Std,Median return,Success rate,Success std
0,"[0, 0, 0, 0]",15.43104,25.923084008628294,24.0,0.97572,0.15391712575278943
1,"[0, 0, 0, 1]",13.24168,27.383511658981945,23.0,0.96368,0.18708516135706754
2,"[0, 0, 1, 1]",12.54875,27.779014083251766,22.0,0.9587916666666667,0.1987717449669903
3,"[0, 0, 1, 2]",12.413083333333333,27.814707359471814,22.0,0.9583333333333334,0.19982631347136337
4,"[0, 1, 2, 3]",13.015833333333333,27.735674968751383,23.0,0.9591666666666666,0.19790394695968602
