,Step,Mean return,Success rate,Mean episode length
0,10000,1.0,0.0,100.0
1,20000,1.0,0.0,100.0
2,30000,0.0,0.0,100.0
3,40000,1.5,0.0,100.0
4,50000,2.5,0.0,100.0
5,60000,3.0,0.0,100.0
6,70000,0.0,0.0,100.0
7,80000,1.5,0.0,100.0
8,90000,1.0,0.0,100.0
9,100000,0.0,0.0,100.0
10,110000,3.5,0.0,100.0
11,120000,0.5,0.0,100.0
12,130000,0.5,0.0,100.0
13,140000,0.0,0.0,100.0
14,150000,0.0,0.0,100.0
15,160000,5.5,0.0,100.0
16,170000,1.5,0.0,100.0
17,180000,0.0,0.0,100.0
18,190000,1.0,0.0,100.0
19,200000,5.5,0.0,100.0
20,210000,0.5,0.0,100.0
21,220000,2.0,0.0,100.0
22,230000,2.0,0.0,100.0
23,240000,0.0,0.0,100.0
24,250000,1.0,0.0,100.0
25,260000,3.0,0.0,100.0
26,270000,0.5,0.0,100.0
27,280000,4.5,0.0,100.0
28,290000,0.5,0.0,100.0
29,300000,0.0,0.0,100.0
30,310000,0.0,0.0,100.0
31,320000,3.0,0.0,100.0
32,330000,1.0,0.0,100.0
33,340000,1.0,0.0,100.0
34,350000,1.0,0.0,100.0
35,360000,0.0,0.0,100.0
36,370000,1.0,0.0,100.0
37,380000,0.0,0.0,100.0
38,390000,2.5,0.0,100.0
39,400000,0.5,0.0,100.0
40,410000,0.0,0.0,100.0
41,420000,3.0,0.0,100.0
42,430000,1.0,0.0,100.0
43,440000,4.5,0.0,100.0
44,450000,0.0,0.0,100.0
45,460000,1.0,0.0,100.0
46,470000,0.0,0.0,100.0
47,480000,3.5,0.0,100.0
48,490000,1.5,0.0,100.0
49,500000,4.0,0.0,100.0
50,510000,1.5,0.0,100.0
51,520000,5.0,0.0,100.0
52,530000,3.0,0.0,100.0
53,540000,0.0,0.0,100.0
54,550000,3.0,0.0,100.0
55,560000,5.5,0.0,100.0
56,570000,12.5,0.0,100.0
57,580000,0.5,0.0,100.0
58,590000,20.5,0.0,100.0
59,600000,0.0,0.0,100.0
60,610000,6.5,0.0,100.0
61,620000,21.0,0.0,100.0
62,630000,20.5,0.0,100.0
63,640000,23.0,0.0,100.0
64,650000,20.5,0.0,100.0
65,660000,11.0,0.0,100.0
66,670000,0.0,0.0,100.0
67,680000,34.0,0.0,100.0
68,690000,18.5,0.0,100.0
69,700000,1.0,0.0,100.0
70,710000,24.0,0.0,100.0
71,720000,19.5,0.0,100.0
72,730000,32.5,0.0,100.0
73,740000,32.5,0.0,100.0
74,750000,36.5,0.0,100.0
75,760000,27.5,0.0,100.0
76,770000,12.5,0.0,100.0
77,780000,31.5,0.0,100.0
78,790000,28.5,0.0,100.0
79,800000,40.5,0.0,100.0
80,810000,30.5,0.0,100.0
81,820000,29.5,0.0,100.0
82,830000,19.0,0.0,100.0
83,840000,29.5,0.0,100.0
84,850000,26.5,0.0,100.0
85,860000,27.5,0.0,100.0
86,870000,12.5,0.0,100.0
87,880000,31.0,0.0,100.0
88,890000,1.0,0.0,100.0
89,900000,4.5,0.0,100.0
90,910000,2.5,0.0,100.0
91,920000,35.5,0.0,100.0
92,930000,15.5,0.0,100.0
93,940000,33.0,0.0,100.0
94,950000,34.5,0.0,100.0
95,960000,17.5,0.0,100.0
96,970000,17.5,0.0,100.0
97,980000,2.5,0.0,100.0
98,990000,0.0,0.0,100.0
99,1000000,20.5,0.0,100.0
100,1010000,11.0,0.0,100.0
101,1020000,16.0,0.0,100.0
102,1030000,26.5,0.0,100.0
103,1040000,32.0,0.0,100.0
104,1050000,19.5,0.0,100.0
105,1060000,33.5,0.0,100.0
106,1070000,161.5,0.0,100.0
107,1080000,32.5,0.0,100.0
108,1090000,123.0,0.0,100.0
109,1100000,129.0,0.0,100.0
110,1110000,135.0,0.0,100.0
111,1120000,31.5,0.0,100.0
112,1130000,164.0,0.0,100.0
113,1140000,36.5,0.0,100.0
114,1150000,164.5,0.0,100.0
115,1160000,159.0,0.0,100.0
116,1170000,145.5,0.0,100.0
117,1180000,171.5,0.0,100.0
118,1190000,147.5,0.0,100.0
119,1200000,160.0,0.0,100.0
120,1210000,140.5,0.0,100.0
121,1220000,169.0,0.0,100.0
122,1230000,173.0,0.0,100.0
123,1240000,185.0,0.0,100.0
124,1250000,178.0,0.0,100.0
125,1260000,181.0,0.0,100.0
126,1270000,179.0,0.0,100.0
127,1280000,181.5,0.0,100.0
128,1290000,189.0,0.0,100.0
129,1300000,187.0,0.0,100.0
130,1310000,186.0,0.0,100.0
131,1320000,187.5,0.0,100.0
132,1330000,180.5,0.0,100.0
133,1340000,187.5,0.0,100.0
134,1350000,188.0,0.0,100.0
135,1360000,188.5,0.0,100.0
136,1370000,186.5,0.0,100.0
137,1380000,187.5,0.0,100.0
138,1390000,189.0,0.0,100.0
139,1400000,184.0,0.0,100.0
140,1410000,190.5,0.0,100.0
141,1420000,190.0,0.0,100.0
142,1430000,189.5,0.0,100.0
143,1440000,190.0,0.0,100.0
144,1450000,190.5,0.0,100.0
145,1460000,184.0,0.0,100.0
146,1470000,188.5,0.0,100.0
147,1480000,187.0,0.0,100.0
148,1490000,185.5,0.0,100.0
149,1500000,190.5,0.0,100.0
150,1510000,187.0,0.0,100.0
151,1520000,186.0,0.0,100.0
152,1530000,186.5,0.0,100.0
153,1540000,190.0,0.0,100.0
154,1550000,189.0,0.0,100.0
155,1560000,188.5,0.0,100.0
156,1570000,188.0,0.0,100.0
157,1580000,184.5,0.0,100.0
158,1590000,181.0,0.0,100.0
159,1600000,181.5,0.0,100.0
160,1610000,185.0,0.0,100.0
161,1620000,185.5,0.0,100.0
162,1630000,187.5,0.0,100.0
163,1640000,184.5,0.0,100.0
164,1650000,192.0,0.0,100.0
165,1660000,190.0,0.0,100.0
166,1670000,181.0,0.0,100.0
167,1680000,179.0,0.0,100.0
168,1690000,190.0,0.0,100.0
169,1700000,181.5,0.0,100.0
170,1710000,181.5,0.0,100.0
171,1720000,182.0,0.0,100.0
172,1730000,187.0,0.0,100.0
173,1740000,190.0,0.0,100.0
174,1750000,188.0,0.0,100.0
175,1760000,188.5,0.0,100.0
176,1770000,180.5,0.0,100.0
177,1780000,186.0,0.0,100.0
178,1790000,176.5,0.0,100.0
179,1800000,182.0,0.0,100.0
180,1810000,189.0,0.0,100.0
181,1820000,185.0,0.0,100.0
