,Step,Mean return,Success rate,Mean episode length
0,10000,0.0,0.0,100.0
1,20000,0.0,0.0,100.0
2,30000,0.0,0.0,100.0
3,40000,0.0,0.0,100.0
4,50000,1.0,0.0,100.0
5,60000,0.0,0.0,100.0
6,70000,0.0,0.0,100.0
7,80000,0.0,0.0,100.0
8,90000,1.0,0.0,100.0
9,100000,0.0,0.0,100.0
10,110000,2.5,0.0,100.0
11,120000,2.5,0.0,100.0
12,130000,3.0,0.0,100.0
13,140000,3.0,0.0,100.0
14,150000,4.0,0.0,100.0
15,160000,1.5,0.0,100.0
16,170000,2.0,0.0,100.0
17,180000,4.0,0.0,100.0
18,190000,1.0,0.0,100.0
19,200000,4.0,0.0,100.0
20,210000,1.5,0.0,100.0
21,220000,2.5,0.0,100.0
22,230000,1.0,0.0,100.0
23,240000,4.5,0.0,100.0
24,250000,1.0,0.0,100.0
25,260000,2.5,0.0,100.0
26,270000,5.0,0.0,100.0
27,280000,1.5,0.0,100.0
28,290000,1.0,0.0,100.0
29,300000,7.0,0.0,100.0
30,310000,7.0,0.0,100.0
31,320000,5.0,0.0,100.0
32,330000,3.5,0.0,100.0
33,340000,6.5,0.0,100.0
34,350000,22.0,0.0,100.0
35,360000,0.5,0.0,100.0
36,370000,14.0,0.0,100.0
37,380000,18.0,0.0,100.0
38,390000,21.0,0.0,100.0
39,400000,19.0,0.0,100.0
40,410000,18.0,0.0,100.0
41,420000,15.5,0.0,100.0
42,430000,11.5,0.0,100.0
43,440000,15.5,0.0,100.0
44,450000,17.5,0.0,100.0
45,460000,0.0,0.0,100.0
46,470000,7.5,0.0,100.0
47,480000,19.0,0.0,100.0
48,490000,9.0,0.0,100.0
49,500000,20.0,0.0,100.0
50,510000,0.0,0.0,100.0
51,520000,1.0,0.0,100.0
52,530000,0.0,0.0,100.0
53,540000,7.0,0.0,100.0
54,550000,0.5,0.0,100.0
55,560000,22.5,0.0,100.0
56,570000,20.0,0.0,100.0
57,580000,16.0,0.0,100.0
58,590000,35.5,0.0,100.0
59,600000,27.5,0.0,100.0
60,610000,32.5,0.0,100.0
61,620000,34.5,0.0,100.0
62,630000,0.0,0.0,100.0
63,640000,24.0,0.0,100.0
64,650000,23.0,0.0,100.0
65,660000,31.0,0.0,100.0
66,670000,22.5,0.0,100.0
67,680000,27.0,0.0,100.0
68,690000,33.0,0.0,100.0
69,700000,14.0,0.0,100.0
70,710000,34.0,0.0,100.0
71,720000,21.5,0.0,100.0
72,730000,25.5,0.0,100.0
73,740000,23.5,0.0,100.0
74,750000,42.0,0.0,100.0
75,760000,35.5,0.0,100.0
76,770000,40.5,0.0,100.0
77,780000,35.0,0.0,100.0
78,790000,43.0,0.0,100.0
79,800000,46.5,0.0,100.0
80,810000,6.5,0.0,100.0
81,820000,44.5,0.0,100.0
82,830000,38.5,0.0,100.0
83,840000,44.0,0.0,100.0
84,850000,30.0,0.0,100.0
85,860000,23.0,0.0,100.0
86,870000,38.0,0.0,100.0
87,880000,1.0,0.0,100.0
88,890000,40.5,0.0,100.0
89,900000,41.5,0.0,100.0
90,910000,42.5,0.0,100.0
91,920000,45.5,0.0,100.0
92,930000,37.0,0.0,100.0
93,940000,44.5,0.0,100.0
94,950000,40.5,0.0,100.0
95,960000,32.0,0.0,100.0
96,970000,32.0,0.0,100.0
97,980000,40.5,0.0,100.0
98,990000,37.5,0.0,100.0
99,1000000,44.5,0.0,100.0
100,1010000,25.0,0.0,100.0
101,1020000,29.5,0.0,100.0
102,1030000,43.0,0.0,100.0
103,1040000,47.5,0.0,100.0
104,1050000,40.0,0.0,100.0
105,1060000,43.5,0.0,100.0
106,1070000,41.0,0.0,100.0
107,1080000,44.5,0.0,100.0
108,1090000,43.5,0.0,100.0
109,1100000,33.5,0.0,100.0
110,1110000,44.5,0.0,100.0
111,1120000,24.5,0.0,100.0
112,1130000,44.5,0.0,100.0
113,1140000,42.5,0.0,100.0
114,1150000,38.5,0.0,100.0
115,1160000,38.0,0.0,100.0
116,1170000,50.5,0.0,100.0
117,1180000,43.0,0.0,100.0
118,1190000,43.5,0.0,100.0
119,1200000,47.0,0.0,100.0
120,1210000,42.0,0.0,100.0
121,1220000,49.5,0.0,100.0
122,1230000,39.0,0.0,100.0
123,1240000,55.0,0.0,100.0
124,1250000,47.0,0.0,100.0
125,1260000,64.0,0.0,100.0
126,1270000,49.5,0.0,100.0
127,1280000,47.0,0.0,100.0
128,1290000,28.5,0.0,100.0
129,1300000,64.0,0.0,100.0
130,1310000,37.0,0.0,100.0
131,1320000,47.5,0.0,100.0
132,1330000,43.0,0.0,100.0
133,1340000,40.0,0.0,100.0
134,1350000,137.0,0.0,100.0
135,1360000,42.0,0.0,100.0
136,1370000,51.5,0.0,100.0
137,1380000,64.0,0.0,100.0
138,1390000,37.0,0.0,100.0
139,1400000,49.5,0.0,100.0
140,1410000,65.5,0.0,100.0
141,1420000,166.5,0.0,100.0
142,1430000,163.5,0.0,100.0
143,1440000,159.0,0.0,100.0
144,1450000,170.0,0.0,100.0
145,1460000,182.5,0.0,100.0
146,1470000,173.0,0.0,100.0
147,1480000,174.0,0.0,100.0
148,1490000,169.0,0.0,100.0
149,1500000,184.5,0.0,100.0
150,1510000,187.0,0.0,100.0
151,1520000,180.5,0.0,100.0
152,1530000,183.0,0.0,100.0
153,1540000,175.5,0.0,100.0
154,1550000,184.5,0.0,100.0
155,1560000,182.0,0.0,100.0
156,1570000,182.0,0.0,100.0
157,1580000,180.5,0.0,100.0
158,1590000,185.5,0.0,100.0
159,1600000,180.5,0.0,100.0
160,1610000,181.0,0.0,100.0
161,1620000,182.5,0.0,100.0
162,1630000,180.5,0.0,100.0
163,1640000,183.0,0.0,100.0
164,1650000,190.0,0.0,100.0
165,1660000,182.5,0.0,100.0
166,1670000,181.0,0.0,100.0
167,1680000,190.5,0.0,100.0
168,1690000,187.0,0.0,100.0
169,1700000,187.0,0.0,100.0
170,1710000,184.0,0.0,100.0
171,1720000,182.0,0.0,100.0
172,1730000,186.5,0.0,100.0
173,1740000,185.0,0.0,100.0
174,1750000,182.5,0.0,100.0
175,1760000,184.0,0.0,100.0
176,1770000,184.5,0.0,100.0
177,1780000,188.5,0.0,100.0
