,Step,Episode return,Episode extrinsic return,Episode intrinsic return,Success,Episode length
0,39,-101.88834381103516,-184.56000000000006,82.67165127517453,1,40
1,79,91.18639373779297,-43.88000000000001,135.06639284243235,1,40
2,119,-33.432518005371094,-163.51,130.07748041395433,1,40
3,159,-75.25695037841797,-191.66000000000005,116.40305385163101,1,40
4,199,120.62159729003906,-17.044999999999998,137.66659711177613,1,40
5,239,3.0956296920776367,-121.57,124.66562895311647,1,40
6,279,31.05598258972168,-102.05500000000002,133.11098340586923,1,40
7,319,85.45965576171875,-29.954999999999995,115.41464973764297,1,40
8,359,-37.053131103515625,-170.355,133.3018696422072,1,40
9,399,-28.103069305419922,-166.71,138.60693191895666,1,40
10,439,-105.95790100097656,-207.85000000000002,101.89209956674283,1,40
11,479,-15.639941215515137,-145.315,129.67505795150396,1,40
12,519,60.15653610229492,-41.23,101.38653711002941,1,40
13,559,-90.91728210449219,-164.8850000000001,73.96771408275237,1,40
14,599,41.44647216796875,-97.33499999999998,138.78147038027942,1,40
15,639,-21.485315322875977,-151.635,130.14968410745337,1,40
16,679,-31.054141998291016,-139.95000000000007,108.89585347010069,1,40
17,719,-45.79945373535156,-138.655,92.85554910708889,1,40
18,759,80.93067169189453,-16.59,97.52067418565991,1,40
19,799,39.44245529174805,-42.10499999999999,81.54745009974876,1,40
20,839,58.54469299316406,-15.584999999999992,74.12969523386688,1,40
21,879,-105.98193359375,-226.49,120.50806512609394,1,40
22,919,71.47422790527344,-12.820000000000002,84.2942222637861,1,40
23,959,45.3868408203125,-11.554999999999994,56.94183807592858,1,40
24,999,-11.348787307739258,-104.35500000000006,93.00621222410342,1,40
25,1039,-2.74432110786438,-51.86999999999998,49.125679016460666,1,40
26,1079,10.611499786376953,-107.87499999999997,118.48649972220585,1,40
27,1119,-41.50951385498047,-91.43500000000004,49.925487686722306,1,40
28,1159,-24.325565338134766,-82.64999999999995,58.32443522880365,1,40
29,1199,-33.724891662597656,-144.68499999999997,110.96010631486143,1,40
30,1239,12.507414817810059,-71.75000000000001,84.25741502684194,1,40
31,1279,54.67329788208008,-21.15999999999999,75.83329678944723,1,40
32,1319,5.136196136474609,-75.05,80.18619732577339,1,40
33,1359,-14.434723854064941,-88.80999999999999,74.37527618890614,1,40
34,1399,98.7770767211914,-33.164999999999985,131.9420757623972,1,40
35,1439,20.793615341186523,-77.51500000000001,98.30861650291476,1,40
36,1479,19.55832290649414,-89.53999999999998,109.09832368607181,1,40
37,1519,36.4244384765625,-71.25999999999998,107.6844384291179,1,40
38,1559,59.09665298461914,-56.36500000000001,115.46165655561381,1,40
39,1599,87.7523193359375,-20.475,108.2273244673536,1,40
40,1639,-6.501346588134766,-78.31,71.80865264268647,1,40
41,1679,1.2236592769622803,-118.64499999999997,119.86865964997375,1,40
42,1719,54.16144561767578,-42.21,96.37144694711012,1,40
43,1759,41.273658752441406,-49.655000000000015,90.92865718630377,1,40
44,1799,26.344709396362305,-52.395000000000024,78.73971074359663,1,40
45,1839,62.683143615722656,-54.605000000000004,117.2881454257447,1,40
46,1879,36.68939971923828,-68.53,105.21939890237174,1,40
47,1919,15.65542221069336,-102.73500000000003,118.39042185283807,1,40
48,1959,64.29055786132812,-34.19,98.4805550920322,1,40
49,1999,84.59671020507812,-28.23,112.82671270839793,1,40
50,2039,37.815311431884766,-71.85500000000002,109.67031243379358,1,40
51,2079,-20.235559463500977,-82.73499999999997,62.49943939075994,1,40
52,2119,99.20327758789062,-17.124999999999996,116.32827974165122,1,40
53,2159,92.57943725585938,-14.745,107.3244405593809,1,40
54,2199,45.416160583496094,-49.235,94.65115750841166,1,40
55,2239,32.126441955566406,-72.8,104.92643883500074,1,40
56,2279,17.61528205871582,-67.51999999999998,85.135281788553,1,40
57,2319,77.46067810058594,-30.209999999999997,107.67067647759428,1,40
58,2359,5.586367607116699,-111.80499999999999,117.39136731619425,1,40
59,2399,47.43467712402344,-40.52499999999999,87.9596785007803,1,40
60,2439,12.241255760192871,-73.02499999999999,85.26625557734116,1,40
61,2479,33.38562774658203,-62.35999999999998,95.74562870898299,1,40
62,2519,76.35126495361328,-40.09000000000002,116.44126793637275,1,40
63,2559,69.8536376953125,-28.29,98.14363400361883,1,40
64,2599,68.6492691040039,-42.18500000000002,110.83426886831917,1,40
65,2639,36.06009292602539,-49.809999999999995,85.87009135458584,1,40
66,2679,23.509857177734375,-64.145,87.65485743578235,1,40
67,2719,48.46604919433594,-46.135000000000005,94.60104444837357,1,40
68,2759,52.18732452392578,-50.33999999999998,102.52732041514136,1,40
69,2799,66.1232681274414,-42.24999999999999,108.37326588169287,1,40
70,2839,-50.68413543701172,-151.82500000000002,101.14086695639187,1,40
71,2879,78.38853454589844,-33.415000000000006,111.80353262707987,1,40
72,2919,51.622535705566406,-41.26499999999998,92.88753263639296,1,40
73,2959,52.06590270996094,-45.105000000000004,97.17090158341013,1,40
74,2999,54.51013946533203,-33.57,88.08013628365633,1,40
75,3039,83.10053253173828,-17.775000000000002,100.87553212977267,1,40
76,3079,73.8428726196289,-27.290000000000003,101.13287118657654,1,40
77,3119,65.33583068847656,-37.925000000000004,103.2608310614516,1,40
78,3159,68.72087097167969,-29.690000000000005,98.41087949545138,1,40
79,3199,57.34176254272461,-38.345,95.6867624452999,1,40
80,3239,-0.3087129592895508,-101.73500000000003,101.42628611819539,1,40
81,3279,25.798267364501953,-58.76500000000001,84.56326642097662,1,40
82,3319,43.26869201660156,-46.899999999999984,90.16869272556865,1,40
83,3359,55.94361114501953,-33.79,89.7336071815922,1,40
84,3399,47.034515380859375,-47.665,94.69951662217632,1,40
85,3439,38.360107421875,-48.775000000000006,87.13510575007538,1,40
86,3479,26.67987060546875,-57.425000000000004,84.10486997819359,1,40
87,3519,-31.459280014038086,-133.41499999999996,101.95572482112632,1,40
88,3559,52.692813873291016,-34.365,87.05781038808544,1,40
89,3599,71.6098861694336,-27.044999999999998,98.65488314874375,1,40
90,3639,49.75244140625,-33.93999999999999,83.69243919060526,1,40
91,3679,40.763694763183594,-53.42999999999999,94.19369394474208,1,40
92,3719,48.164512634277344,-42.44000000000001,90.60451578244385,1,40
93,3759,51.98907470703125,-32.92999999999999,84.91907434951959,1,40
94,3799,-123.61444091796875,-201.145,77.5305672890119,1,40
95,3839,48.40562438964844,-45.485,93.8906245717449,1,40
96,3879,22.806541442871094,-57.74499999999998,80.55154194055604,1,40
97,3919,87.3871841430664,-12.325000000000003,99.71218196777762,1,40
98,3959,56.051551818847656,-27.7,83.75155113571117,1,40
99,3999,31.31382179260254,-60.990000000000016,92.30382185944798,1,40
100,4039,41.752986907958984,-58.74000000000001,100.49298520031668,1,40
101,4079,-4.723151206970215,-101.95500000000006,97.23184891258165,1,40
102,4119,40.049163818359375,-45.11999999999999,85.16916580968947,1,40
103,4159,-115.97125244140625,-206.335,90.36374026298722,1,40
104,4199,80.42494201660156,-15.665,96.0899419211682,1,40
105,4239,53.34400939941406,-43.905,97.24900752527252,1,40
106,4279,49.438880920410156,-40.085,89.52387980531726,1,40
107,4319,-149.91061401367188,-217.74500000000003,67.8343891390482,1,40
108,4359,67.751220703125,-33.745000000000005,101.4962189525688,1,40
109,4399,-46.03457260131836,-129.89,83.85542486059329,1,40
110,4439,71.03163146972656,-16.310000000000002,87.34163415720738,1,40
111,4479,-111.48065948486328,-188.10500000000005,76.62433735967302,1,40
112,4519,73.81097412109375,-13.955000000000002,87.76597491308883,1,40
