,Team compo,Mean return,Std,Median return,Success rate,Success std
0,"[0, 0, 0, 0]",-7.4359166666666665,27.76803425991336,-20.0,0.3787083333333333,0.4850652859123421
1,"[0, 0, 0, 1]",-8.230666666666666,27.71430063262567,-20.0,0.363375,0.480971526574079
2,"[0, 0, 1, 1]",-8.922041666666667,28.023684283683995,-20.0,0.35575,0.4787399476751444
3,"[0, 0, 1, 2]",-9.39925,28.137063625003588,-20.0,0.34925,0.4767330883209177
4,"[0, 1, 2, 3]",-9.951458333333333,28.193940283447382,-20.0,0.34008333333333335,0.473736909816221
