,Team compo,Mean return,Std return,Median return,Ci lower return,Ci upper return,Mean success rate,Std success rate,Median success rate,Ci lower success rate,Ci upper success rate
0,AAAA,2.4410000000000003,2.5950497105065256,2.16,7.209108606942278,-2.327108606942278,0.511,0.0468508271004899,0.5,0.597083064627154,0.424916935372846
1,AAAB,0.4215,2.455026493407624,0.348,1.1419091423728434,-0.2989091423728435,0.47691666666666666,0.04069594233117379,0.472,0.4888585862311118,0.46497474710222153
2,AABB,-0.8735555555555555,1.9853694372758777,-0.704,-0.19227430464450546,-1.5548368064666056,0.45644444444444443,0.03554999956590439,0.464,0.46864345774615934,0.4442454311427295
3,AABC,-1.691888888888889,2.5039977344879905,-1.726,-1.277979801965791,-2.1057979758119867,0.4452222222222222,0.042594412199457386,0.444,0.4522630489844351,0.4381813954600093
4,ABCD,-3.003833333333333,2.6107517382717353,-3.0860000000000003,-1.8776988087910702,-4.129967857875596,0.42816666666666664,0.04607933979079513,0.422,0.44804275624111217,0.4082905770922211
