,Step,Mean return,Success rate,Mean episode length
0,10000,0.0,0.0,100.0
1,20000,9.0,0.0,100.0
2,30000,0.0,0.0,100.0
3,40000,0.0,0.0,100.0
4,50000,2.0,0.0,100.0
5,60000,0.0,0.0,100.0
6,70000,0.0,0.0,100.0
7,80000,0.0,0.0,100.0
8,90000,0.0,0.0,100.0
9,100000,0.0,0.0,100.0
10,110000,0.0,0.0,100.0
11,120000,0.5,0.0,100.0
12,130000,0.0,0.0,100.0
13,140000,0.0,0.0,100.0
14,150000,0.0,0.0,100.0
15,160000,0.0,0.0,100.0
16,170000,1.0,0.0,100.0
17,180000,0.0,0.0,100.0
18,190000,0.0,0.0,100.0
19,200000,0.0,0.0,100.0
20,210000,0.0,0.0,100.0
21,220000,0.0,0.0,100.0
22,230000,0.0,0.0,100.0
23,240000,1.5,0.0,100.0
24,250000,0.0,0.0,100.0
25,260000,2.5,0.0,100.0
26,270000,2.0,0.0,100.0
27,280000,8.0,0.0,100.0
28,290000,2.5,0.0,100.0
29,300000,10.5,0.0,100.0
30,310000,2.0,0.0,100.0
31,320000,0.0,0.0,100.0
32,330000,0.0,0.0,100.0
33,340000,0.0,0.0,100.0
34,350000,1.0,0.0,100.0
35,360000,0.5,0.0,100.0
36,370000,5.0,0.0,100.0
37,380000,1.5,0.0,100.0
38,390000,0.0,0.0,100.0
39,400000,0.5,0.0,100.0
40,410000,0.0,0.0,100.0
41,420000,0.5,0.0,100.0
42,430000,0.5,0.0,100.0
43,440000,0.0,0.0,100.0
44,450000,2.5,0.0,100.0
45,460000,8.0,0.0,100.0
46,470000,38.0,0.0,100.0
47,480000,0.0,0.0,100.0
48,490000,14.0,0.0,100.0
49,500000,0.0,0.0,100.0
50,510000,0.0,0.0,100.0
51,520000,37.5,0.0,100.0
52,530000,0.0,0.0,100.0
53,540000,2.5,0.0,100.0
54,550000,0.0,0.0,100.0
55,560000,0.0,0.0,100.0
56,570000,0.0,0.0,100.0
57,580000,0.0,0.0,100.0
58,590000,0.0,0.0,100.0
59,600000,0.0,0.0,100.0
60,610000,11.5,0.0,100.0
61,620000,5.5,0.0,100.0
62,630000,10.5,0.0,100.0
63,640000,25.5,0.0,100.0
64,650000,46.0,0.0,100.0
65,660000,48.0,0.0,100.0
66,670000,0.5,0.0,100.0
67,680000,48.0,0.0,100.0
68,690000,46.5,0.0,100.0
69,700000,46.0,0.0,100.0
70,710000,43.0,0.0,100.0
71,720000,44.0,0.0,100.0
72,730000,46.0,0.0,100.0
73,740000,43.5,0.0,100.0
74,750000,45.5,0.0,100.0
75,760000,44.5,0.0,100.0
76,770000,46.5,0.0,100.0
77,780000,46.5,0.0,100.0
78,790000,47.0,0.0,100.0
79,800000,47.5,0.0,100.0
80,810000,46.5,0.0,100.0
81,820000,48.5,0.0,100.0
82,830000,39.0,0.0,100.0
83,840000,41.0,0.0,100.0
84,850000,46.0,0.0,100.0
85,860000,44.0,0.0,100.0
86,870000,43.5,0.0,100.0
87,880000,46.5,0.0,100.0
88,890000,47.0,0.0,100.0
89,900000,47.5,0.0,100.0
90,910000,48.0,0.0,100.0
91,920000,43.0,0.0,100.0
92,930000,45.5,0.0,100.0
