,Step,Episode return,Episode extrinsic return,Episode intrinsic return,Episode intrinsic return 2,Success,Episode length
0,49,59.14543914794922,-43.6832,10.351382404565811,0.0,1,50
1,99,53.64910888671875,-55.1136,10.948758393526077,0.0,1,50
2,149,-96.49386596679688,-137.99999999999997,4.178280770778656,0.0,1,50
3,199,11.30111026763916,-25.635200000000022,3.718257039785385,0.0,1,50
4,249,124.91603088378906,-13.654400000000015,13.949451506137848,0.0,1,50
5,299,43.00664138793945,-96.1664,14.010134637355804,0.0,1,50
6,349,-17.77840805053711,-135.584,11.859152495861053,0.0,1,50
7,399,86.43632507324219,-15.888000000000023,10.300710201263428,0.0,1,50
8,449,13.0235595703125,-43.22559999999999,5.662458658218384,0.0,1,50
9,499,467.96087646484375,362.4000000000001,10.626554131507874,0.0,1,50
10,549,27.911069869995117,-36.15359999999999,6.449242830276489,0.0,1,50
11,599,38.81487274169922,-52.10879999999998,9.153087139129639,0.0,1,50
12,649,-17.49655532836914,-165.4080000000001,14.889943718910217,0.0,1,50
13,699,-85.87905883789062,-197.74079999999995,11.260908603668213,0.0,1,50
14,749,41.3021354675293,-11.894400000000013,5.355199158191681,0.0,1,50
15,799,87.27690887451172,-19.616000000000003,10.760735273361206,0.0,1,50
16,849,146.47714233398438,-45.88799999999997,19.365109503269196,0.0,1,50
17,899,165.0528564453125,-37.206399999999995,20.361160278320312,0.0,1,50
18,949,100.57821655273438,-114.67840000000001,21.669618099927902,0.0,1,50
19,999,134.14370727539062,-15.673600000000015,15.081940561532974,0.0,1,50
20,1049,132.2713165283203,-100.91200000000002,23.474341243505478,0.0,1,50
21,1099,147.0157470703125,-81.83039999999998,23.037751734256744,0.0,1,50
22,1149,72.78717803955078,-16.566400000000012,8.995159953832626,0.0,1,50
23,1199,153.46688842773438,-12.108800000000008,16.668407559394836,0.0,1,50
24,1249,160.9646453857422,-52.73279999999996,21.512830942869186,0.0,1,50
25,1299,147.58302307128906,-44.012800000000006,19.2878957092762,0.0,1,50
26,1349,95.47184753417969,-15.977600000000013,11.219595700502396,0.0,1,50
27,1399,132.64808654785156,-69.29919999999997,20.330028176307678,0.0,1,50
28,1449,123.98328399658203,-73.86240000000002,19.917146027088165,0.0,1,50
29,1499,151.4938201904297,-57.990399999999994,21.08882737159729,0.0,1,50
30,1549,104.22933197021484,-66.06400000000001,17.14349377155304,0.0,1,50
31,1599,36.468990325927734,-183.6351999999999,22.158001989126205,0.0,1,50
32,1649,100.17762756347656,-13.686400000000015,11.462763637304306,0.0,1,50
33,1699,153.06236267089844,-59.791999999999994,21.428214073181152,0.0,1,50
34,1749,137.45803833007812,-79.2256,21.813740521669388,0.0,1,50
35,1799,8.371946334838867,-129.152,13.844679862260818,0.0,1,50
36,1849,174.3668212890625,-28.70399999999999,20.4433796107769,0.0,1,50
37,1899,159.98757934570312,-61.51360000000001,22.298815846443176,0.0,1,50
38,1949,135.41737365722656,-17.120000000000015,15.356154948472977,0.0,1,50
39,1999,153.02952575683594,-22.284799999999997,17.649170458316803,0.0,1,50
40,2049,82.9918212890625,-12.384000000000013,9.60164725780487,0.0,1,50
41,2099,92.30248260498047,-77.86239999999998,17.13081482052803,0.0,1,50
42,2149,149.12672424316406,-15.408000000000012,16.564036041498184,0.0,1,50
43,2199,132.146728515625,-67.59680000000003,20.108607292175293,0.0,1,50
44,2249,152.66421508789062,-24.028800000000004,17.788086503744125,0.0,1,50
45,2299,126.8001708984375,-21.21600000000001,14.901141583919525,0.0,1,50
46,2349,121.53311920166016,-41.24480000000002,16.387264370918274,0.0,1,50
47,2399,51.31538391113281,-122.79039999999996,17.527694046497345,0.0,1,50
48,2449,138.75865173339844,-16.05120000000001,15.585141122341156,0.0,1,50
49,2499,105.30564880371094,-15.980800000000013,12.21026074886322,0.0,1,50
50,2549,165.8750762939453,-16.77760000000001,18.388205409049988,0.0,1,50
51,2599,161.36073303222656,-8.310400000000003,17.081336855888367,0.0,1,50
52,2649,151.38534545898438,-37.712,19.037059903144836,0.0,1,50
53,2699,100.10246276855469,-90.15360000000003,19.15374007821083,0.0,1,50
54,2749,147.58804321289062,-22.67839999999999,17.1413391828537,0.0,1,50
55,2799,102.87318420410156,-11.80480000000001,11.545061528682709,0.0,1,50
56,2849,128.3661651611328,-69.55199999999996,19.925190836191177,0.0,1,50
57,2899,167.53445434570312,-39.248000000000005,20.817621052265167,0.0,1,50
58,2949,140.12258911132812,-21.4784,16.26904284954071,0.0,1,50
59,2999,148.77789306640625,-12.275200000000005,16.213905960321426,0.0,1,50
60,3049,-48.25297164916992,-214.0992,16.696474969387054,0.0,1,50
61,3099,133.40802001953125,-71.3088,20.60977664589882,0.0,1,50
62,3149,117.26789093017578,-11.06880000000001,12.920255094766617,0.0,1,50
63,3199,0.31239843368530273,-199.104,20.07621243596077,0.0,1,50
64,3249,71.47003173828125,-80.93439999999997,15.343312710523605,0.0,1,50
65,3299,120.028564453125,-87.38559999999994,20.881442457437515,0.0,1,50
66,3349,151.88536071777344,-29.260800000000007,18.236933529376984,0.0,1,50
67,3399,98.70597839355469,-76.69440000000002,17.658499151468277,0.0,1,50
68,3449,73.73601531982422,-121.2032,19.62560510635376,0.0,1,50
69,3499,171.5633544921875,-18.966400000000004,19.18170589208603,0.0,1,50
70,3549,119.54196166992188,-70.59199999999998,19.141885489225388,0.0,1,50
71,3599,128.427001953125,-57.74080000000001,18.74261435866356,0.0,1,50
72,3649,-64.13238525390625,-192.5888000000001,12.932483613491058,0.0,1,50
