,Step,Ratio_gen_perf
0,25000,0.88012
1,50000,0.90178
2,75000,0.91594
3,100000,0.91233
4,125000,0.91257
5,150000,0.91228
6,175000,0.91606
7,200000,0.9176
8,225000,0.91281
9,250000,0.90984
10,275000,0.91649
11,300000,0.91329
12,325000,0.91439
13,350000,0.91472
14,375000,0.9145
15,400000,0.90701
16,425000,0.91567
17,450000,0.91316
18,475000,0.91
19,500000,0.90955
20,525000,0.90943
21,550000,0.91029
22,575000,0.90865
23,600000,0.90871
24,625000,0.90656
25,650000,0.90681
26,675000,0.9081
27,700000,0.90637
28,725000,0.90962
29,750000,0.90801
30,775000,0.90295
31,800000,0.90688
32,825000,0.90527
33,850000,0.90471
34,875000,0.90682
35,900000,0.90467
36,925000,0.89993
37,950000,0.90842
38,975000,0.91015
39,1000000,0.90387
40,1025000,0.90424
41,1050000,0.90267
42,1075000,0.90141
43,1100000,0.90168
44,1125000,0.90217
45,1150000,0.89367
46,1175000,0.89731
47,1200000,0.8984
48,1225000,0.90111
49,1250000,0.90168
50,1275000,0.90645
51,1300000,0.90652
52,1325000,0.90006
53,1350000,0.90202
54,1375000,0.89939
55,1400000,0.90207
56,1425000,0.90803
57,1450000,0.90493
58,1475000,0.90689
59,1500000,0.90344
60,1525000,0.90859
61,1550000,0.9047
62,1575000,0.90224
63,1600000,0.90392
64,1625000,0.90546
65,1650000,0.9063
66,1675000,0.90293
67,1700000,0.90804
68,1725000,0.90351
69,1750000,0.89822
70,1775000,0.90152
71,1800000,0.9036
72,1825000,0.89963
73,1850000,0.90042
74,1875000,0.90391
75,1900000,0.90028
76,1925000,0.90446
77,1950000,0.90292
78,1975000,0.90429
79,2000000,0.9046
80,2025000,0.90098
81,2050000,0.90602
82,2075000,0.89916
83,2100000,0.90488
84,2125000,0.89862
85,2150000,0.9036
86,2175000,0.90966
87,2200000,0.9109
88,2225000,0.90466
89,2250000,0.90808
90,2275000,0.90466
91,2300000,0.9059
92,2325000,0.90362
93,2350000,0.89737
94,2375000,0.90767
95,2400000,0.90345
96,2425000,0.89751
97,2450000,0.90687
98,2475000,0.90277
99,2500000,0.90642
100,2525000,0.90406
101,2550000,0.90367
102,2575000,0.89603
103,2600000,0.90567
104,2625000,0.90091
105,2650000,0.89633
106,2675000,0.90128
107,2700000,0.903
108,2725000,0.90515
109,2750000,0.90128
110,2775000,0.90033
111,2800000,0.89828
112,2825000,0.90486
113,2850000,0.90081
114,2875000,0.90483
115,2900000,0.90483
116,2925000,0.90254
117,2950000,0.89744
118,2975000,0.90053
119,3000000,0.90186
120,3025000,0.9048
121,3050000,0.90182
122,3075000,0.90491
123,3100000,0.90524
124,3125000,0.90467
125,3150000,0.89885
126,3175000,0.90365
127,3200000,0.90521
128,3225000,0.9033
129,3250000,0.9073
130,3275000,0.90036
131,3300000,0.90513
132,3325000,0.9059
133,3350000,0.90713
134,3375000,0.90658
135,3400000,0.9001
136,3425000,0.90418
137,3450000,0.90747
138,3475000,0.90697
139,3500000,0.90616
140,3525000,0.9014
141,3550000,0.90347
142,3575000,0.90903
143,3600000,0.90992
144,3625000,0.91063
145,3650000,0.90596
146,3675000,0.91048
147,3700000,0.90309
148,3725000,0.9076
149,3750000,0.90493
150,3775000,0.91031
151,3800000,0.9053
152,3825000,0.90363
153,3850000,0.90549
154,3875000,0.90595
155,3900000,0.9124
156,3925000,0.91238
157,3950000,0.91124
158,3975000,0.91351
159,4000000,0.91772
160,4025000,0.91586
161,4050000,0.91044
162,4075000,0.91144
163,4100000,0.91416
164,4125000,0.91419
165,4150000,0.91579
166,4175000,0.91498
167,4200000,0.91574
168,4225000,0.9142
169,4250000,0.91008
170,4275000,0.91146
171,4300000,0.91837
172,4325000,0.90828
173,4350000,0.91301
174,4375000,0.91387
175,4400000,0.90667
176,4425000,0.90774
177,4450000,0.91361
178,4475000,0.90764
179,4500000,0.91337
180,4525000,0.91046
181,4550000,0.91847
182,4575000,0.91451
183,4600000,0.91233
184,4625000,0.91449
185,4650000,0.91017
186,4675000,0.90732
187,4700000,0.91534
188,4725000,0.90888
189,4750000,0.91247
190,4775000,0.91304
191,4800000,0.91898
192,4825000,0.91384
193,4850000,0.90872
194,4875000,0.91071
195,4900000,0.91079
196,4925000,0.91246
197,4950000,0.9128
198,4975000,0.90998
199,5000000,0.90948
200,5025000,0.91241
201,5050000,0.90298
202,5075000,0.90497
203,5100000,0.89878
204,5125000,0.90299
205,5150000,0.89824
206,5175000,0.89785
207,5200000,0.89715
208,5225000,0.89679
209,5250000,0.89371
210,5275000,0.89493
211,5300000,0.90388
212,5325000,0.89429
213,5350000,0.89118
214,5375000,0.89926
215,5400000,0.8993
216,5425000,0.89479
217,5450000,0.89064
218,5475000,0.89057
219,5500000,0.88698
220,5525000,0.88614
221,5550000,0.88387
222,5575000,0.88077
223,5600000,0.88465
224,5625000,0.88563
225,5650000,0.88178
226,5675000,0.88621
227,5700000,0.88212
228,5725000,0.87811
229,5750000,0.87556
230,5775000,0.87676
231,5800000,0.87318
232,5825000,0.87821
233,5850000,0.87495
234,5875000,0.86961
235,5900000,0.87057
236,5925000,0.87442
237,5950000,0.87028
238,5975000,0.86801
239,6000000,0.87321
240,6025000,0.87486
241,6050000,0.86447
242,6075000,0.8683
243,6100000,0.86574
244,6125000,0.87169
245,6150000,0.86458
246,6175000,0.86657
247,6200000,0.86663
248,6225000,0.86281
249,6250000,0.8601
250,6275000,0.86379
251,6300000,0.85846
252,6325000,0.8614
253,6350000,0.86023
254,6375000,0.86024
255,6400000,0.85918
256,6425000,0.85679
257,6450000,0.85479
258,6475000,0.85527
259,6500000,0.85661
260,6525000,0.84902
261,6550000,0.85371
262,6575000,0.84893
263,6600000,0.84978
264,6625000,0.85322
265,6650000,0.84616
266,6675000,0.84147
267,6700000,0.84039
268,6725000,0.84274
269,6750000,0.84603
270,6775000,0.84124
271,6800000,0.84095
272,6825000,0.84067
273,6850000,0.84485
274,6875000,0.84034
275,6900000,0.83966
276,6925000,0.84383
277,6950000,0.84228
278,6975000,0.84033
279,7000000,0.83598
280,7025000,0.83867
281,7050000,0.83771
282,7075000,0.83666
283,7100000,0.8384
284,7125000,0.8321
285,7150000,0.83452
286,7175000,0.83647
287,7200000,0.84093
288,7225000,0.8371
289,7250000,0.83961
290,7275000,0.83535
291,7300000,0.83779
292,7325000,0.83364
293,7350000,0.8363
294,7375000,0.83755
295,7400000,0.83635
296,7425000,0.8321
297,7450000,0.82884
298,7475000,0.83238
299,7500000,0.82902
300,7525000,0.83282
301,7550000,0.83306
302,7575000,0.82438
303,7600000,0.82971
304,7625000,0.82584
305,7650000,0.83284
306,7675000,0.82737
307,7700000,0.82962
308,7725000,0.82938
309,7750000,0.82994
310,7775000,0.8304
311,7800000,0.83131
312,7825000,0.83336
313,7850000,0.83334
314,7875000,0.83155
315,7900000,0.83212
316,7925000,0.82993
317,7950000,0.83491
318,7975000,0.83338
319,8000000,0.83429
320,8025000,0.83559
321,8050000,0.83109
322,8075000,0.83063
323,8100000,0.83164
324,8125000,0.83222
325,8150000,0.82485
326,8175000,0.82701
327,8200000,0.82786
328,8225000,0.82935
329,8250000,0.82295
330,8275000,0.83197
331,8300000,0.82537
332,8325000,0.83003
333,8350000,0.82892
334,8375000,0.8248
335,8400000,0.83422
336,8425000,0.83118
337,8450000,0.82627
338,8475000,0.83255
339,8500000,0.83058
340,8525000,0.81958
341,8550000,0.82916
342,8575000,0.82678
343,8600000,0.83175
344,8625000,0.82028
345,8650000,0.82194
346,8675000,0.82233
347,8700000,0.81771
348,8725000,0.82217
349,8750000,0.81406
350,8775000,0.81998
351,8800000,0.82185
352,8825000,0.81555
353,8850000,0.82219
354,8875000,0.8199
355,8900000,0.81858
356,8925000,0.81483
357,8950000,0.81207
358,8975000,0.81265
359,9000000,0.81109
360,9025000,0.80933
361,9050000,0.81203
362,9075000,0.81213
363,9100000,0.81549
364,9125000,0.81195
365,9150000,0.81264
366,9175000,0.81404
367,9200000,0.81342
368,9225000,0.81746
369,9250000,0.81995
370,9275000,0.81052
371,9300000,0.81845
372,9325000,0.81222
373,9350000,0.8132
374,9375000,0.81191
375,9400000,0.81196
376,9425000,0.8168
377,9450000,0.81346
378,9475000,0.81301
379,9500000,0.81185
380,9525000,0.81532
381,9550000,0.80791
382,9575000,0.80456
383,9600000,0.81076
384,9625000,0.80983
385,9650000,0.80531
386,9675000,0.81569
387,9700000,0.80327
388,9725000,0.79771
389,9750000,0.79983
390,9775000,0.7969
391,9800000,0.8029
392,9825000,0.796
393,9850000,0.79433
394,9875000,0.79785
395,9900000,0.80192
396,9925000,0.79606
397,9950000,0.80246
398,9975000,0.79648
399,10000000,0.79572
