,Step,Ratio_gen_perf
0,25000,0.86616
1,50000,0.90195
2,75000,0.9108
3,100000,0.90764
4,125000,0.91276
5,150000,0.91153
6,175000,0.91516
7,200000,0.90681
8,225000,0.91238
9,250000,0.91155
10,275000,0.90802
11,300000,0.9108
12,325000,0.90871
13,350000,0.90794
14,375000,0.90661
15,400000,0.90812
16,425000,0.90677
17,450000,0.90583
18,475000,0.90399
19,500000,0.91428
20,525000,0.90654
21,550000,0.90883
22,575000,0.905
23,600000,0.90356
24,625000,0.9074
25,650000,0.90702
26,675000,0.91094
27,700000,0.9154
28,725000,0.90112
29,750000,0.90761
30,775000,0.9068
31,800000,0.91007
32,825000,0.90117
33,850000,0.90594
34,875000,0.90952
35,900000,0.9104
36,925000,0.91156
37,950000,0.90897
38,975000,0.91285
39,1000000,0.90216
40,1025000,0.90237
41,1050000,0.91125
42,1075000,0.90789
43,1100000,0.90268
44,1125000,0.9012
45,1150000,0.90183
46,1175000,0.90492
47,1200000,0.90747
48,1225000,0.90693
49,1250000,0.90729
50,1275000,0.90938
51,1300000,0.90798
52,1325000,0.90865
53,1350000,0.89915
54,1375000,0.89811
55,1400000,0.89936
56,1425000,0.90441
57,1450000,0.90029
58,1475000,0.90139
59,1500000,0.90275
60,1525000,0.898
61,1550000,0.90288
62,1575000,0.90077
63,1600000,0.89871
64,1625000,0.90283
65,1650000,0.90639
66,1675000,0.9078
67,1700000,0.9048
68,1725000,0.90468
69,1750000,0.90497
70,1775000,0.89952
71,1800000,0.90635
72,1825000,0.89791
73,1850000,0.90349
74,1875000,0.89769
75,1900000,0.90004
76,1925000,0.90042
77,1950000,0.89735
78,1975000,0.90771
79,2000000,0.90418
80,2025000,0.90258
81,2050000,0.90044
82,2075000,0.90747
83,2100000,0.90729
84,2125000,0.90605
85,2150000,0.90456
86,2175000,0.90277
87,2200000,0.89657
88,2225000,0.90611
89,2250000,0.90403
90,2275000,0.90053
91,2300000,0.90051
92,2325000,0.90704
93,2350000,0.90562
94,2375000,0.90279
95,2400000,0.89861
96,2425000,0.89795
97,2450000,0.90153
98,2475000,0.90259
99,2500000,0.90147
100,2525000,0.90636
101,2550000,0.89797
102,2575000,0.90656
103,2600000,0.90272
104,2625000,0.90018
105,2650000,0.89882
106,2675000,0.89934
107,2700000,0.9006
108,2725000,0.90369
109,2750000,0.89722
110,2775000,0.90881
111,2800000,0.90022
112,2825000,0.90464
113,2850000,0.90755
114,2875000,0.90283
115,2900000,0.8997
116,2925000,0.90333
117,2950000,0.90578
118,2975000,0.90597
119,3000000,0.89909
120,3025000,0.90213
121,3050000,0.90472
122,3075000,0.90304
123,3100000,0.90076
124,3125000,0.9033
125,3150000,0.90241
126,3175000,0.90281
127,3200000,0.9004
128,3225000,0.90141
129,3250000,0.90423
130,3275000,0.90601
131,3300000,0.90556
132,3325000,0.90561
133,3350000,0.90291
134,3375000,0.89759
135,3400000,0.90646
136,3425000,0.9048
137,3450000,0.90905
138,3475000,0.90379
139,3500000,0.9083
140,3525000,0.90135
141,3550000,0.90369
142,3575000,0.90424
143,3600000,0.90552
144,3625000,0.89628
145,3650000,0.90548
146,3675000,0.90637
147,3700000,0.90589
148,3725000,0.91063
149,3750000,0.90774
150,3775000,0.90645
151,3800000,0.90582
152,3825000,0.90607
153,3850000,0.91262
154,3875000,0.90821
155,3900000,0.90646
156,3925000,0.90298
157,3950000,0.90645
158,3975000,0.90435
159,4000000,0.90908
160,4025000,0.90613
161,4050000,0.90908
162,4075000,0.91459
163,4100000,0.90109
164,4125000,0.91131
165,4150000,0.90806
166,4175000,0.91195
167,4200000,0.90947
168,4225000,0.90993
169,4250000,0.91029
170,4275000,0.90808
171,4300000,0.90703
172,4325000,0.91193
173,4350000,0.90868
174,4375000,0.91065
175,4400000,0.91479
176,4425000,0.90862
177,4450000,0.90462
178,4475000,0.91075
179,4500000,0.91914
180,4525000,0.90415
181,4550000,0.91447
182,4575000,0.91439
183,4600000,0.91256
184,4625000,0.91281
185,4650000,0.913
186,4675000,0.9148
187,4700000,0.90838
188,4725000,0.91926
189,4750000,0.91181
190,4775000,0.91708
191,4800000,0.91291
192,4825000,0.91836
193,4850000,0.9122
194,4875000,0.91478
195,4900000,0.91448
196,4925000,0.90917
197,4950000,0.9126
198,4975000,0.91955
199,5000000,0.91358
200,5025000,0.91713
201,5050000,0.91044
202,5075000,0.90584
203,5100000,0.90191
204,5125000,0.89945
205,5150000,0.89724
206,5175000,0.89928
207,5200000,0.89925
208,5225000,0.89712
209,5250000,0.89043
210,5275000,0.89141
211,5300000,0.8882
212,5325000,0.88961
213,5350000,0.88121
214,5375000,0.89126
215,5400000,0.88142
216,5425000,0.8844
217,5450000,0.88252
218,5475000,0.8807
219,5500000,0.88337
220,5525000,0.88081
221,5550000,0.88178
222,5575000,0.88429
223,5600000,0.87755
224,5625000,0.87183
225,5650000,0.87687
226,5675000,0.87009
227,5700000,0.87043
228,5725000,0.86826
229,5750000,0.86125
230,5775000,0.86215
231,5800000,0.86372
232,5825000,0.86224
233,5850000,0.86175
234,5875000,0.85692
235,5900000,0.85926
236,5925000,0.85951
237,5950000,0.85627
238,5975000,0.85598
239,6000000,0.85899
240,6025000,0.85262
241,6050000,0.8543
242,6075000,0.86154
243,6100000,0.85888
244,6125000,0.85504
245,6150000,0.85544
246,6175000,0.84897
247,6200000,0.84976
248,6225000,0.84985
249,6250000,0.84324
250,6275000,0.84448
251,6300000,0.84746
252,6325000,0.8432
253,6350000,0.84449
254,6375000,0.84061
255,6400000,0.83737
256,6425000,0.83553
257,6450000,0.83042
258,6475000,0.83204
259,6500000,0.83968
260,6525000,0.83963
261,6550000,0.83516
262,6575000,0.83607
263,6600000,0.82668
264,6625000,0.83118
265,6650000,0.82246
266,6675000,0.83001
267,6700000,0.82859
268,6725000,0.83068
269,6750000,0.82328
270,6775000,0.82692
271,6800000,0.82769
272,6825000,0.82713
273,6850000,0.82782
274,6875000,0.82434
275,6900000,0.82639
276,6925000,0.82901
277,6950000,0.83549
278,6975000,0.82718
279,7000000,0.82782
280,7025000,0.82607
281,7050000,0.82125
282,7075000,0.81735
283,7100000,0.82359
284,7125000,0.81673
285,7150000,0.81978
286,7175000,0.81593
287,7200000,0.81763
288,7225000,0.82204
289,7250000,0.81496
290,7275000,0.81671
291,7300000,0.82726
292,7325000,0.81828
293,7350000,0.8136
294,7375000,0.81362
295,7400000,0.80907
296,7425000,0.81564
297,7450000,0.80429
298,7475000,0.81116
299,7500000,0.81184
300,7525000,0.81308
301,7550000,0.81013
302,7575000,0.80928
303,7600000,0.81043
304,7625000,0.80434
305,7650000,0.80933
306,7675000,0.8109
307,7700000,0.81371
308,7725000,0.80949
309,7750000,0.80449
310,7775000,0.81427
311,7800000,0.81188
312,7825000,0.80636
313,7850000,0.8054
314,7875000,0.80253
315,7900000,0.80358
316,7925000,0.80583
317,7950000,0.80328
318,7975000,0.79946
319,8000000,0.79639
320,8025000,0.80307
321,8050000,0.79689
322,8075000,0.80014
323,8100000,0.79398
324,8125000,0.79026
325,8150000,0.78772
326,8175000,0.78523
327,8200000,0.79085
328,8225000,0.78701
329,8250000,0.793
330,8275000,0.79294
331,8300000,0.78807
332,8325000,0.79644
333,8350000,0.78538
334,8375000,0.79151
335,8400000,0.78791
336,8425000,0.78364
337,8450000,0.79224
338,8475000,0.78392
339,8500000,0.78293
340,8525000,0.78386
341,8550000,0.78474
342,8575000,0.78008
343,8600000,0.78082
344,8625000,0.78346
345,8650000,0.78209
346,8675000,0.78288
347,8700000,0.78083
348,8725000,0.76835
349,8750000,0.77793
350,8775000,0.77341
351,8800000,0.77234
352,8825000,0.77087
353,8850000,0.7662
354,8875000,0.76791
355,8900000,0.75516
356,8925000,0.76869
357,8950000,0.76203
358,8975000,0.77388
359,9000000,0.75758
360,9025000,0.76733
361,9050000,0.74732
362,9075000,0.75658
363,9100000,0.75737
364,9125000,0.76362
365,9150000,0.77446
366,9175000,0.77401
367,9200000,0.77187
368,9225000,0.76912
369,9250000,0.76634
370,9275000,0.77216
371,9300000,0.77486
372,9325000,0.76456
373,9350000,0.76481
374,9375000,0.76125
375,9400000,0.76047
376,9425000,0.76008
377,9450000,0.76298
378,9475000,0.76269
379,9500000,0.76219
380,9525000,0.76189
381,9550000,0.76058
382,9575000,0.77242
383,9600000,0.76418
384,9625000,0.76401
385,9650000,0.76645
386,9675000,0.76538
387,9700000,0.76316
388,9725000,0.76512
389,9750000,0.76433
390,9775000,0.76486
391,9800000,0.76346
392,9825000,0.771
393,9850000,0.76581
394,9875000,0.75972
395,9900000,0.76059
396,9925000,0.76121
397,9950000,0.76669
398,9975000,0.76393
399,10000000,0.75708
