Wall time,Step,Value
1643191668.7085428,465,-231.4149627685547
1643191726.8760808,658,-289.3097839355469
1643191870.231471,1132,-210.05763244628906
1643192114.707332,1940,-243.58950805664062
1643192120.7397552,1960,-261.4665222167969
1643192342.348487,2693,-204.64901733398438
1643192349.5744112,2717,-306.53216552734375
1643192514.3870697,3265,-268.718017578125
1643192771.9583101,4121,-212.94442749023438
1643192790.009852,4181,-192.56137084960938
1643193116.2810893,5262,-180.05259704589844
1643193126.3277261,5295,-272.7893981933594
1643193146.704615,5362,-179.34454345703125
1643193174.761153,5454,-318.65472412109375
1643193289.4769528,5832,-194.05711364746094
1643193299.846053,5866,-242.38327026367188
1643193339.6423094,5997,-189.55792236328125
1643193356.717054,6053,-234.62240600585938
1643193425.3707395,6279,-310.2231750488281
1643193442.0963686,6334,-260.4026184082031
1643193562.4364667,6730,-311.8760070800781
1643193598.9149892,6850,-175.2633514404297
1643193641.6744192,6991,-260.5845031738281
1643193776.9664001,7436,-245.92221069335938
1643193785.4575582,7464,-288.4724426269531
1643193840.2370815,7644,-357.0217590332031
1643194036.8026156,8291,-323.9253234863281
1643194114.990973,8548,-202.0126495361328
1643194116.8137348,8554,-273.5622863769531
1643194159.4318817,8694,-160.93515014648438
1643194177.0300124,8752,-286.9281921386719
1643194298.6119015,9152,-280.36041259765625
1643194329.0776162,9252,-281.01470947265625
1643194340.928565,9291,-246.95286560058594
1643194468.9090626,9712,-262.1229553222656
1643194481.3218117,9753,-342.2226257324219
1643194506.8699331,9837,-195.70225524902344
1643194524.2268543,9894,-259.1739501953125
1643194531.2147443,9917,-215.0026092529297
1643194540.9378266,9949,-281.5806579589844
1643194550.0476654,9979,-204.71385192871094
1643194575.54726,10063,-251.19647216796875
1643194614.354945,10191,-369.46923828125
1643194691.1117036,10445,-174.03128051757812
1643194713.1567714,10518,-208.04103088378906
1643194751.5112476,10645,-254.1460723876953
1643194866.0410306,11023,-231.55419921875
1643194894.96269,11118,-181.71112060546875
1643195108.0369618,11819,-213.813232421875
1643195171.338682,12027,-242.94667053222656
1643195186.2535787,12076,-221.6766815185547
1643195270.8904464,12354,-190.2547149658203
1643195308.0348241,12476,-339.00616455078125
1643195438.5860474,12905,-204.94143676757812
1643195559.956767,13304,-322.4737243652344
1643195585.5532506,13388,-262.3611755371094
1643195626.3892038,13522,-253.89756774902344
1643195711.6645718,13802,-287.6450500488281
1643195725.9239724,13849,-183.6295623779297
1643195763.018977,13971,-278.08416748046875
1643195967.99849,14645,-285.2956237792969
1643196030.6760356,14851,-278.8768005371094
1643196095.8638625,15065,-204.40562438964844
1643196189.006864,15371,-164.4505615234375
1643196261.7223034,15610,-263.091064453125
1643196453.715394,16241,-222.9728240966797
1643196643.936912,16866,-237.1100311279297
1643196649.0709715,16883,-233.133544921875
1643196656.364617,16907,-210.43203735351562
1643197025.95164,18121,-234.40631103515625
1643197028.388426,18129,-236.26608276367188
1643197030.816504,18137,-208.08633422851562
1643197135.447638,18481,-257.09893798828125
1643197219.9727252,18759,-288.23431396484375
1643197230.90761,18795,-167.5680694580078
1643197356.9118629,19209,-220.46092224121094
1643197390.4299393,19319,-221.1150665283203
1643197408.129258,19377,-193.94061279296875
1643197445.9035645,19501,-256.89190673828125
1643197459.5694077,19546,-233.8485107421875
1643197481.2122219,19617,-214.92640686035156
1643197785.76952,20618,-292.1421813964844
1643197794.3102117,20646,-312.048828125
1643197853.619066,20841,-246.95687866210938
1643197892.2518413,20968,-184.1031036376953
1643197912.9258573,21036,-208.62863159179688
1643197982.9349673,21267,-177.87026977539062
1643198253.8751976,22162,-179.3663787841797
1643198417.9441915,22702,-237.2796173095703
1643198660.7842684,23500,-199.1365509033203
1643198955.0133133,24469,-223.2776336669922
1643199042.3878512,24758,-165.51187133789062
1643199096.851781,24938,-169.7991180419922
1643199112.9644573,24991,-300.5886535644531
1643199250.9829535,25444,-273.38055419921875
1643199313.3209534,25649,-202.87155151367188
1643199398.492571,25929,-170.93801879882812
1643199616.6535926,26646,-188.79014587402344
1643199818.0905807,27308,-306.6517639160156
1643199996.5149088,27894,-161.61624145507812
1643200030.612161,28006,-291.8453674316406
1643200059.7831616,28102,-231.91510009765625
1643200270.3869016,28794,-330.25982666015625
1643200427.42373,29310,-237.08424377441406
1643200482.2473724,29490,-169.7132568359375
1643200505.0829582,29565,-216.86463928222656
1643200526.734303,29636,-214.8785400390625
1643200539.190986,29677,-326.2560729980469
1643200586.1347973,29831,-289.8335876464844
1643200654.3791952,30055,-291.5777587890625
1643200662.0400236,30080,-246.27061462402344
1643200729.0303514,30300,-222.95858764648438
1643200929.8428054,30959,-200.2135467529297
1643200932.2758849,30967,-268.25732421875
1643201056.7794273,31376,-253.69039916992188
1643201067.1499817,31410,-166.05487060546875
1643201143.372306,31660,-266.3696594238281
1643201232.522251,31953,-205.73497009277344
1643201251.0785644,32014,-185.1342010498047
1643201494.063122,32811,-308.0956726074219
1643201498.0588648,32824,-178.61631774902344
1643201764.5729523,33701,-207.84500122070312
1643201795.6443036,33803,-246.3526611328125
1643201814.2226079,33864,-253.14407348632812
1643202145.2704706,34951,-184.76089477539062
1643202150.144705,34967,-326.1197509765625
1643202202.8477652,35140,-157.01698303222656
1643202226.3118358,35217,-251.94390869140625
1643202305.4827366,35477,-235.95828247070312
1643202327.9953027,35551,-312.09747314453125
1643202374.6409194,35704,-197.11856079101562
1643202438.2620382,35913,-203.7903289794922
1643202676.155265,36694,-225.60780334472656
1643202736.1418478,36891,-178.74270629882812
1643202768.0780733,36996,-169.2080535888672
1643202789.0733747,37065,-169.143798828125
1643202824.737297,37182,-139.76040649414062
1643202974.6377666,37674,-277.04150390625
1643202997.4626381,37749,-236.05783081054688
1643203191.4885793,38386,-304.88909912109375
1643203191.7819178,38387,-184.08152770996094
1643203198.1760051,38408,-279.20172119140625
1643203319.0495563,38805,-246.6566162109375
1643203329.4210424,38839,-321.12353515625
1643203386.2207124,39025,-278.96478271484375
1643203557.7371507,39588,-186.23594665527344
1643203595.4856787,39712,-205.3653106689453
1643203716.7090662,40110,-176.04977416992188
1643203755.0759363,40236,-197.39398193359375
1643203759.0293572,40249,-233.91844177246094
1643203784.3593864,40332,-293.93231201171875
1643203809.8451219,40416,-160.26316833496094
1643203847.6442118,40540,-322.98944091796875
1643203871.0848856,40617,-196.46145629882812
1643203970.14261,40942,-169.17398071289062
1643204101.8312564,41374,-268.7823791503906
1643204132.01487,41473,-257.61968994140625
1643204282.77267,41968,-262.3254089355469
1643204296.2106678,42012,-205.92935180664062
1643204332.3589854,42131,-183.34207153320312
1643204432.1745403,42461,-239.80166625976562
