,Team compo,Mean return,Std,Median return,Success rate,Success std
0,"[0, 0, 0, 0]",-6.929666666666667,27.55878964242725,-20.0,0.38629166666666664,0.48689877277577465
1,"[0, 0, 0, 1]",-9.430541666666667,28.068870815785655,-20.0,0.34791666666666665,0.47630941594957177
2,"[0, 0, 1, 1]",-10.330458333333333,28.103807671261627,-20.0,0.33545833333333336,0.47215044205269524
3,"[0, 0, 1, 2]",-11.18575,27.806956508593913,-20.0,0.32175,0.4671476613448899
4,"[0, 1, 2, 3]",-10.967333333333332,28.147645245897372,-20.0,0.32775,0.4693931587699165
