,Step,Episode extrinsic return,Success,Episode length
0,99,-6.473289097494125,0,100
1,199,-29.362313142739545,0,100
2,299,-15.290427971215353,0,100
3,399,-13.000000000081503,0,100
4,499,-9.99999999999998,0,100
5,599,-11.719888586185021,0,100
6,699,-9.99999999999998,0,100
7,799,-9.636379661297562,0,100
8,899,0.22059619079493464,0,100
9,999,-12.775281673924246,0,100
10,1099,-15.99999999999998,0,100
11,1199,-24.57595195909127,0,100
12,1299,-12.332344539885295,0,100
13,1399,-15.999999999999979,0,100
14,1499,-10.00000026270855,0,100
15,1599,-12.692780251636696,0,100
16,1699,-13.392545794943192,0,100
17,1799,-12.999999999999968,0,100
18,1899,-19.000000000000032,0,100
19,1999,-17.60970027915058,0,100
20,2099,-31.00000000000003,0,100
21,2199,-15.942032316250863,0,100
22,2299,-11.54790601373572,0,100
23,2399,-22.000018134171118,0,100
24,2499,-35.30920768542896,0,100
25,2599,-9.99999999999998,0,100
26,2699,-19.587222049672445,0,100
27,2799,-1.9233975120813305,0,100
28,2899,-28.00000000000002,0,100
29,2999,-12.999999999999973,0,100
30,3099,-9.182590530803425,0,100
31,3199,-10.000000000000004,0,100
32,3299,-5.064528238346925,0,100
33,3399,-5.585794800480776,0,100
34,3499,-39.703439536099204,0,100
35,3599,-15.999999999999973,0,100
36,3699,-8.252318474515658,0,100
37,3799,-21.99999999999648,0,100
38,3899,-10.000000000357606,0,100
39,3999,-9.99999999999998,0,100
40,4099,-9.99999999999998,0,100
41,4199,-10.797799262265077,0,100
42,4299,-12.750235773033262,0,100
43,4399,-12.835689446790518,0,100
44,4499,-15.99999999999998,0,100
45,4599,-14.017535582334423,0,100
46,4699,-24.341031401352023,0,100
47,4799,-9.999888198224234,0,100
48,4899,-9.951154692182538,0,100
49,4999,-9.99999999999998,0,100
50,5099,-14.015910434460906,0,100
51,5199,-14.380048655461005,0,100
52,5299,-28.00000000000001,0,100
53,5399,-11.69923905666576,0,100
54,5499,-9.99999999999998,0,100
55,5599,-12.999999999999968,0,100
56,5699,-19.198201497984975,0,100
57,5799,-15.999999999999979,0,100
58,5899,-9.99999999999998,0,100
59,5999,-17.639870468788313,0,100
60,6099,-16.000000007629414,0,100
61,6199,-15.482753831594804,0,100
62,6299,-7.859492282908496,0,100
63,6399,-12.99999999999997,0,100
64,6499,-10.085376534943524,0,100
65,6599,-12.99999999999998,0,100
66,6699,-9.99999999999998,0,100
67,6799,-22.564904451238647,0,100
68,6899,1.8343466573922678,0,100
69,6999,-9.99999999999998,0,100
70,7099,-12.370768483165769,0,100
71,7199,-18.999999241749588,0,100
72,7299,-13.879896124316174,0,100
73,7399,-10.924652520973487,0,100
74,7499,-1.0652879501117634,0,100
75,7599,-10.000003858167856,0,100
76,7699,-10.000000000000226,0,100
77,7799,-9.99999999999998,0,100
78,7899,-9.99999999999998,0,100
79,7999,-9.99999999999998,0,100
80,8099,-29.266764275147803,0,100
81,8199,-12.99999999999998,0,100
82,8299,3.292243725276732,0,100
83,8399,-16.015420865892548,0,100
84,8499,-19.000000000000004,0,100
85,8599,-7.099322843589417,0,100
86,8699,-5.336336473879542,0,100
87,8799,-9.626810945575764,0,100
88,8899,-38.4165087714724,0,100
89,8999,-17.02114716998756,0,100
90,9099,-12.999999999999968,0,100
91,9199,-12.99999999999998,0,100
92,9299,-19.00040200637551,0,100
93,9399,-9.99999999999998,0,100
94,9499,-9.99999999999998,0,100
95,9599,-9.99999999999998,0,100
96,9699,-16.15537929151235,0,100
97,9799,-9.99999999999998,0,100
98,9899,-9.99999999999998,0,100
99,9999,-12.999999999999972,0,100
