,Step,Episode extrinsic return,Success,Episode length
0,99,-9.99999999999998,0,100
1,199,-13.14863779144657,0,100
2,299,-9.99999999999998,0,100
3,399,-5.322984580326186,0,100
4,499,-9.99999999999998,0,100
5,599,-10.000000243157313,0,100
6,699,-10.075895704942749,0,100
7,799,-5.280519066175976,0,100
8,899,-9.999946662122648,0,100
9,999,-9.99999999999998,0,100
10,1099,-8.282239069649284,0,100
11,1199,-9.999999999064974,0,100
12,1299,-4.3071806249524744,0,100
13,1399,-9.99999999999998,0,100
14,1499,-9.999988295577042,0,100
15,1599,-1.9489275962784551,0,100
16,1699,-9.99999999999998,0,100
17,1799,-9.99999999999998,0,100
18,1899,-9.99999999999998,0,100
19,1999,-9.99999999999998,0,100
20,2099,-10.000000002157877,0,100
21,2199,-9.013470409320766,0,100
22,2299,-9.99999999999998,0,100
23,2399,-12.934999876791549,0,100
24,2499,-9.99999999999998,0,100
25,2599,-15.999999999999968,0,100
26,2699,-9.99999999999998,0,100
27,2799,-31.00000000000002,0,100
28,2899,-9.9866751345339,0,100
29,2999,-9.99999999999998,0,100
30,3099,-6.020805368108005,0,100
31,3199,-9.999997044313918,0,100
32,3299,-10.000000000000082,0,100
33,3399,-10.008639644859365,0,100
34,3499,-9.99999999999998,0,100
35,3599,-15.229370971523815,0,100
36,3699,-9.99999999999998,0,100
37,3799,-15.99999999999998,0,100
38,3899,-13.971154442558856,0,100
39,3999,-5.01500881479783,0,100
40,4099,-10.000000002825566,0,100
41,4199,-9.99999999999998,0,100
42,4299,5.571996584851222,0,100
43,4399,-9.99999999999689,0,100
44,4499,-9.99999999999998,0,100
45,4599,-9.597127081722991,0,100
46,4699,-9.99999999999998,0,100
47,4799,-9.99999999999998,0,100
48,4899,-9.999990406972165,0,100
49,4999,-9.99999999999998,0,100
50,5099,-9.99999999999998,0,100
51,5199,-10.000158828060751,0,100
52,5299,-9.99999999999998,0,100
53,5399,-9.99999999999998,0,100
54,5499,-9.99999999999998,0,100
55,5599,-22.000000000000075,0,100
56,5699,-10.06396050103054,0,100
57,5799,-9.99999999999998,0,100
58,5899,-9.99999999999998,0,100
59,5999,-9.822661462051403,0,100
60,6099,-10.000000000069448,0,100
61,6199,-9.06419918559697,0,100
62,6299,-9.428408861901346,0,100
63,6399,-9.99999999999998,0,100
64,6499,-9.99999974285348,0,100
65,6599,-8.568947316416976,0,100
66,6699,-9.99999999999998,0,100
67,6799,-9.99999999998506,0,100
68,6899,-9.99999999999998,0,100
69,6999,-11.117139265738473,0,100
70,7099,-9.99999999999998,0,100
71,7199,-10.556892576246428,0,100
72,7299,-10.000000076696065,0,100
73,7399,-12.999999999999973,0,100
74,7499,-11.56852797511655,0,100
75,7599,-0.8945036684861399,0,100
76,7699,-7.312574650142711,0,100
77,7799,-9.99997816616142,0,100
78,7899,-16.638866398726964,0,100
79,7999,-11.039970504369812,0,100
80,8099,-9.997746253223463,0,100
81,8199,-9.999999999307523,0,100
82,8299,-9.99999999999998,0,100
83,8399,-9.99999999999998,0,100
84,8499,-9.999999999815556,0,100
85,8599,-9.729173160462821,0,100
86,8699,-9.99999999999998,0,100
87,8799,-9.999980946533999,0,100
88,8899,-10.022472817804458,0,100
89,8999,-12.99999999999997,0,100
90,9099,-9.99999999999998,0,100
91,9199,-9.99999999999998,0,100
92,9299,-21.710301198931326,0,100
93,9399,-9.99999999999998,0,100
94,9499,-17.16892396710747,0,100
95,9599,-15.99461701870204,0,100
96,9699,-9.99999999999765,0,100
97,9799,-16.06975698014142,0,100
98,9899,-10.000000604034327,0,100
99,9999,-13.818215305602182,0,100
100,10099,-10.00000000030194,0,100
101,10199,-14.570081961752797,0,100
102,10299,-9.99999999999998,0,100
103,10399,-9.999999994437518,0,100
104,10499,-10.972749719322819,0,100
105,10599,-10.00002405260247,0,100
106,10699,-9.758967769865034,0,100
107,10799,-9.99999999999998,0,100
108,10899,-12.999999999999972,0,100
109,10999,-11.283666993166946,0,100
110,11099,-6.768777631051267,0,100
111,11199,-12.196772232709629,0,100
112,11299,-9.99999999999998,0,100
113,11399,-9.99999999999998,0,100
114,11499,-9.99999999999998,0,100
115,11599,-9.99999999999998,0,100
