,Step,Episode extrinsic return,Success,Episode length
0,99,-10.328103444539519,0,100
1,199,-7.532704606377581,0,100
2,299,-7.184420226067936,0,100
3,399,-8.069834476020322,0,100
4,499,-10.000000000000025,0,100
5,599,-9.99999999999998,0,100
6,699,-12.9999998864929,0,100
7,799,-9.99999999999998,0,100
8,899,-9.999999999995753,0,100
9,999,-12.735862552267116,0,100
10,1099,-8.754880668163436,0,100
11,1199,-5.8559301693314465,0,100
12,1299,-4.584821403169375,0,100
13,1399,-4.374106143663322,0,100
14,1499,-12.99999999999998,0,100
15,1599,-9.99999999999998,0,100
16,1699,-10.529037990772025,0,100
17,1799,-9.99999999999998,0,100
18,1899,-9.99999999999998,0,100
19,1999,-9.95098141101833,0,100
20,2099,-16.97660711153027,0,100
21,2199,-9.999966012956495,0,100
22,2299,-9.99999999999998,0,100
23,2399,-9.993511178568463,0,100
24,2499,-17.497157346537257,0,100
25,2599,-9.999988092116038,0,100
26,2699,-10.039217340005985,0,100
27,2799,-12.99999994954692,0,100
28,2899,0.574140932535644,0,100
29,2999,-14.384508247625137,0,100
30,3099,-9.99999999999998,0,100
31,3199,-12.999999999999973,0,100
32,3299,-9.99999999999998,0,100
33,3399,-9.990189758121737,0,100
34,3499,-12.999999999999968,0,100
35,3599,-8.605313509480172,0,100
36,3699,-6.128954053862923,0,100
37,3799,-9.792684647532196,0,100
38,3899,-13.638222372285824,0,100
39,3999,-9.795772360893391,0,100
40,4099,-9.999999999977065,0,100
41,4199,-9.511970004628775,0,100
42,4299,-9.99999999999998,0,100
43,4399,-9.99999999999998,0,100
44,4499,-10.939050865053876,0,100
45,4599,-8.654991237243362,0,100
46,4699,-9.99999999999998,0,100
47,4799,-24.535698271425176,0,100
48,4899,-9.999999999999648,0,100
49,4999,-13.001329818648548,0,100
50,5099,-15.99999999999998,0,100
51,5199,-10.288696474750207,0,100
52,5299,-15.99999999999998,0,100
53,5399,-9.99999999999998,0,100
54,5499,-7.442505673341886,0,100
55,5599,-12.863312798389607,0,100
56,5699,-8.146543995634213,0,100
57,5799,-11.33597029325846,0,100
58,5899,-9.99999999999998,0,100
59,5999,-9.99999999999998,0,100
60,6099,-12.999999999999973,0,100
61,6199,-13.000044421872309,0,100
62,6299,-9.99999999999998,0,100
63,6399,-9.99999999999998,0,100
64,6499,-9.99999999999998,0,100
65,6599,-16.000165700638654,0,100
66,6699,-11.449800562990212,0,100
67,6799,-14.11983770732213,0,100
