,Step,Episode extrinsic return,Success,Episode length
0,99,-10.00000002178308,0,100
1,199,-10.000000019935952,0,100
2,299,-9.99999999999998,0,100
3,399,-9.99999999999998,0,100
4,499,-10.00000000000006,0,100
5,599,-6.613317773697021,0,100
6,699,-10.000000000001425,0,100
7,799,-11.580239378794621,0,100
8,899,-9.99999999999998,0,100
9,999,-9.99999999999998,0,100
10,1099,-22.000000000000075,0,100
11,1199,-12.997338771570503,0,100
12,1299,-10.00000003073825,0,100
13,1399,-8.73307337493854,0,100
14,1499,2.283527665847753,0,100
15,1599,-6.68044229194506,0,100
16,1699,-9.99999999999998,0,100
17,1799,-10.000239614512457,0,100
18,1899,-12.999559718833035,0,100
19,1999,-12.999999999999977,0,100
20,2099,-9.99999999999998,0,100
21,2199,-9.99999999999998,0,100
22,2299,-12.99999999999998,0,100
23,2399,-9.999999999999936,0,100
24,2499,-10.061856844191174,0,100
25,2599,-0.9971672419413558,0,100
26,2699,-10.77211382546814,0,100
27,2799,-10.000000000000137,0,100
28,2899,-22.941484321489295,0,100
29,2999,-12.978850362805813,0,100
30,3099,-10.033066381800758,0,100
31,3199,-6.915870845266776,0,100
32,3299,-10.00326467825247,0,100
33,3399,-14.701030836856026,0,100
34,3499,-9.99999999999998,0,100
35,3599,-12.999843059313713,0,100
36,3699,-10.00000022556488,0,100
37,3799,-10.000089416284537,0,100
38,3899,-11.55870389850696,0,100
39,3999,-10.000000000000004,0,100
40,4099,-9.99999999999998,0,100
41,4199,-10.000003607064142,0,100
42,4299,-9.999559854231872,0,100
43,4399,-20.182547147295857,0,100
44,4499,-10.000032420064636,0,100
45,4599,-6.252452548948567,0,100
46,4699,-15.056548599694231,0,100
47,4799,-10.70165311544621,0,100
48,4899,-9.99999999999998,0,100
49,4999,-9.99999999999998,0,100
50,5099,-14.682714862104001,0,100
51,5199,-12.99999999999997,0,100
52,5299,-17.261782706594754,0,100
53,5399,-9.999967700105477,0,100
54,5499,-12.999999999980583,0,100
55,5599,-12.99999999999998,0,100
56,5699,-19.000000000000025,0,100
57,5799,-9.99999999999998,0,100
58,5899,-15.461984809356471,0,100
59,5999,-13.00000838856173,0,100
60,6099,-19.00020040942812,0,100
61,6199,3.3623145107438233,0,100
62,6299,-21.99999999234161,0,100
63,6399,-5.779613433780558,0,100
64,6499,-12.99999999999998,0,100
65,6599,-15.44808733279939,0,100
66,6699,-25.753965876436858,0,100
67,6799,-12.999999999999975,0,100
68,6899,-10.000000000125226,0,100
69,6999,-9.940644004594551,0,100
70,7099,-9.99999999999998,0,100
71,7199,-2.1622846645360227,0,100
72,7299,-1.516321276204826,0,100
73,7399,-11.711757971492023,0,100
74,7499,-9.99999999999998,0,100
75,7599,-19.00000000000309,0,100
76,7699,-16.000000000003602,0,100
77,7799,-10.658347423174146,0,100
78,7899,-9.705832511967383,0,100
79,7999,3.2064923604890443,0,100
80,8099,-15.548277269399632,0,100
81,8199,-10.000000000002036,0,100
82,8299,-9.99999999999998,0,100
83,8399,-9.99999999999998,0,100
84,8499,-10.000002878785155,0,100
85,8599,-20.372599564484393,0,100
86,8699,-15.999999999999975,0,100
87,8799,-15.723793984452024,0,100
88,8899,-9.999999980436286,0,100
89,8999,-0.9367883705726043,0,100
90,9099,-12.99999999999998,0,100
91,9199,-25.000000000000032,0,100
92,9299,-9.99999999999998,0,100
93,9399,-24.02265730635073,0,100
94,9499,-9.99999999999998,0,100
95,9599,-17.45199025500407,0,100
96,9699,-12.99999999999998,0,100
97,9799,-9.99999999999998,0,100
98,9899,-18.999999999999982,0,100
99,9999,-12.99999999999998,0,100
