,Step,Episode extrinsic return,Success,Episode length
0,99,-9.999999999957915,0,100
1,199,-15.99999999999998,0,100
2,299,-9.99999999999998,0,100
3,399,-12.960291713224288,0,100
4,499,-9.99999999999998,0,100
5,599,-9.694438821182672,0,100
6,699,-22.892352160222245,0,100
7,799,-14.58733010496626,0,100
8,899,-12.99999999999998,0,100
9,999,-9.99999999999998,0,100
10,1099,-15.99999999999998,0,100
11,1199,-7.94286823952233,0,100
12,1299,-9.99999999999998,0,100
13,1399,-11.028529932193369,0,100
14,1499,-10.039436309744248,0,100
15,1599,-27.401065347306393,0,100
16,1699,-9.99999999999998,0,100
17,1799,-15.312236346443502,0,100
18,1899,-2.8532801965427255,0,100
19,1999,-9.99999999999998,0,100
20,2099,-9.99999999999997,0,100
21,2199,-9.99999999999998,0,100
22,2299,-3.9585200307337387,0,100
23,2399,-12.99999999999997,0,100
24,2499,-9.99999999999998,0,100
25,2599,-9.99999999999998,0,100
26,2699,-7.5157590855146665,0,100
27,2799,-9.99999999999998,0,100
28,2899,-10.001147830395556,0,100
29,2999,-9.99999999999998,0,100
30,3099,-9.99999999999998,0,100
31,3199,-1.3223696537801473,0,100
32,3299,-9.999999999600924,0,100
33,3399,-9.995702625397834,0,100
34,3499,-9.99999999999998,0,100
35,3599,-9.99999999999998,0,100
36,3699,-9.99999999999998,0,100
37,3799,-8.121479630507963,0,100
38,3899,-10.417326998659073,0,100
39,3999,-10.00000000000531,0,100
40,4099,-10.307206256713368,0,100
41,4199,-9.99999999999998,0,100
42,4299,-12.999999999999968,0,100
43,4399,-10.000000000833705,0,100
44,4499,-8.780491520678423,0,100
45,4599,-9.99999999999998,0,100
46,4699,-9.99999999999998,0,100
47,4799,-10.432300435737137,0,100
48,4899,-9.99999999999998,0,100
49,4999,-9.99999999999998,0,100
50,5099,-9.99999999999998,0,100
51,5199,-9.999999999999993,0,100
52,5299,-4.50684530260456,0,100
53,5399,-9.490357978565408,0,100
54,5499,-9.99999999999998,0,100
55,5599,-9.99999999999998,0,100
56,5699,-10.079075846645598,0,100
57,5799,-12.99999999999998,0,100
58,5899,-9.99999999999599,0,100
59,5999,-10.554484705234373,0,100
60,6099,-12.334564758474485,0,100
61,6199,-7.431557707519305,0,100
62,6299,-7.601419545451904,0,100
63,6399,-6.361602000545247,0,100
64,6499,2.7360622921330062,0,100
65,6599,-9.99999999999998,0,100
66,6699,-10.000166413121738,0,100
67,6799,-17.224092596646482,0,100
68,6899,-9.99999999999998,0,100
69,6999,-9.956490100794872,0,100
70,7099,-9.999999999931992,0,100
71,7199,-9.99999999999998,0,100
72,7299,-10.000003864270019,0,100
73,7399,-10.000000000747871,0,100
74,7499,-9.997003026879945,0,100
75,7599,-9.99999999999998,0,100
76,7699,-10.000038982898724,0,100
77,7799,-9.152069509654613,0,100
78,7899,-10.002094498274316,0,100
79,7999,-12.156817683091544,0,100
80,8099,-4.110413184051591,0,100
81,8199,-9.99999999999998,0,100
82,8299,-9.999999999997794,0,100
83,8399,-9.149693011835224,0,100
84,8499,-10.000000004529019,0,100
85,8599,-9.99999999999998,0,100
86,8699,-9.99999999999998,0,100
87,8799,-13.981557506501813,0,100
88,8899,-9.99999999999998,0,100
89,8999,-13.83429125912011,0,100
90,9099,-9.99999999999998,0,100
91,9199,-9.99999999999998,0,100
92,9299,-9.99999999999998,0,100
93,9399,-9.99999999999998,0,100
94,9499,-9.99999999999997,0,100
95,9599,-9.99999999999998,0,100
96,9699,-9.99999999999998,0,100
97,9799,-9.99999999999998,0,100
98,9899,-9.99999999999998,0,100
99,9999,-9.99999999999998,0,100
100,10099,-9.99999999999998,0,100
101,10199,-9.99999999999998,0,100
102,10299,-12.99999999999998,0,100
103,10399,-9.99999999999998,0,100
104,10499,-9.99999999999998,0,100
105,10599,-9.99999999999996,0,100
106,10699,-9.99999999999998,0,100
107,10799,-9.99999999999998,0,100
108,10899,-9.461315264074795,0,100
109,10999,-10.000012132516229,0,100
110,11099,-9.99999999999998,0,100
111,11199,-15.999999999999968,0,100
112,11299,-18.978105379533996,0,100
113,11399,-10.000000012467964,0,100
114,11499,-9.99999999999998,0,100
115,11599,-10.000000003874748,0,100
116,11699,-11.539802787848918,0,100
117,11799,-10.000000025682551,0,100
118,11899,-9.99999999999998,0,100
119,11999,-15.934166976115447,0,100
120,12099,-7.5536802162109336,0,100
121,12199,-9.999997665489632,0,100
122,12299,-9.99999999999998,0,100
123,12399,-9.99999999999998,0,100
124,12499,-9.99999999999998,0,100
125,12599,-9.999937555380177,0,100
126,12699,-9.99999999999998,0,100
127,12799,-15.25629113824091,0,100
128,12899,-9.168582676959737,0,100
129,12999,-13.21215054600056,0,100
130,13099,-10.000000000360975,0,100
131,13199,-9.99999999999998,0,100
132,13299,-9.99999999999998,0,100
133,13399,-9.99999999999998,0,100
134,13499,-8.461952040663013,0,100
135,13599,-10.00000111986193,0,100
136,13699,-9.99999999999998,0,100
137,13799,-18.331225346216797,0,100
138,13899,-9.531418612912196,0,100
139,13999,-20.747332037666556,0,100
140,14099,-9.99999999999998,0,100
141,14199,-9.99999999999998,0,100
142,14299,-9.99999999999998,0,100
143,14399,-9.99999999999998,0,100
144,14499,-10.000293482253147,0,100
145,14599,-13.000000006300484,0,100
146,14699,-9.916161625035574,0,100
147,14799,-9.99999999999998,0,100
148,14899,-9.99999999999998,0,100
149,14999,-9.99999999999998,0,100
150,15099,-9.999968137326793,0,100
151,15199,-9.99999999999998,0,100
152,15299,-9.99999999999998,0,100
153,15399,-9.998395371739244,0,100
154,15499,-9.99999999999998,0,100
155,15599,-9.99999999999998,0,100
156,15699,-9.99999999999998,0,100
157,15799,-16.954338546400287,0,100
158,15899,-9.99999999999998,0,100
159,15999,-10.834179695837829,0,100
160,16099,-9.99999999999998,0,100
161,16199,-9.27305733467189,0,100
162,16299,-3.751737261276636,0,100
163,16399,-9.532372350781214,0,100
164,16499,-9.99997728747744,0,100
165,16599,-9.99999998104288,0,100
166,16699,-9.99999999999998,0,100
167,16799,-9.248774380446662,0,100
168,16899,-10.00000959504719,0,100
169,16999,-22.00320904337655,0,100
170,17099,-9.99999999999998,0,100
171,17199,-10.000000000026317,0,100
172,17299,-9.99999999999998,0,100
173,17399,-10.000000000000027,0,100
174,17499,-9.999999999909177,0,100
175,17599,-3.5526991835229382,0,100
176,17699,-9.99999999999998,0,100
177,17799,-9.99999999999998,0,100
178,17899,-8.152834014764977,0,100
179,17999,-0.3521033479102731,0,100
180,18099,-9.99999999999998,0,100
181,18199,-9.998781716976765,0,100
182,18299,-5.733285950009569,0,100
183,18399,-9.99999999999998,0,100
184,18499,-9.99999999999998,0,100
185,18599,-9.999999999998593,0,100
186,18699,-13.000000000003078,0,100
187,18799,-9.99999999999998,0,100
188,18899,-9.99999999999998,0,100
189,18999,-9.99999999999998,0,100
190,19099,-9.99999999999998,0,100
191,19199,-7.623586667617092,0,100
192,19299,-10.89288196917552,0,100
193,19399,-9.99999999999998,0,100
194,19499,-9.99999999999998,0,100
195,19599,-10.000000038260959,0,100
196,19699,-19.318096472364783,0,100
197,19799,-9.99999999999998,0,100
198,19899,-6.170166634972617,0,100
199,19999,-12.768385769573271,0,100
200,20099,-9.99999999999998,0,100
201,20199,-10.003712749155978,0,100
202,20299,-21.922424055412613,0,100
203,20399,-10.000005891048257,0,100
204,20499,-9.99999999999998,0,100
205,20599,-19.00000000000002,0,100
206,20699,-9.131129746688536,0,100
207,20799,-12.999999999388875,0,100
208,20899,-9.99999999999998,0,100
209,20999,-15.363732133112588,0,100
210,21099,-8.170861382242304,0,100
211,21199,-9.99999999999998,0,100
212,21299,-14.10993492768929,0,100
213,21399,-9.99999999999998,0,100
214,21499,-9.99999999999998,0,100
215,21599,-13.777734145069616,0,100
216,21699,-9.99999999999998,0,100
217,21799,-9.891684489394011,0,100
218,21899,-9.99999999999998,0,100
219,21999,-9.99999999999998,0,100
220,22099,-9.99989400471228,0,100
221,22199,-9.99999999999998,0,100
222,22299,-9.99999999999998,0,100
223,22399,-4.103592737585107,0,100
224,22499,-9.99999999999998,0,100
225,22599,-9.99999999999998,0,100
226,22699,-9.99999999999998,0,100
227,22799,-10.319833587086961,0,100
228,22899,-9.99999999982813,0,100
229,22999,-17.152149113318924,0,100
230,23099,-12.999999999999968,0,100
231,23199,-12.15022132291895,0,100
232,23299,-11.77878952524657,0,100
233,23399,-10.000000000000137,0,100
234,23499,-9.995397378718081,0,100
235,23599,-10.000001133994902,0,100
236,23699,-9.99999999999998,0,100
237,23799,-9.99999999999998,0,100
238,23899,-10.000000000000325,0,100
239,23999,-10.145991583672293,0,100
240,24099,-10.001139692676844,0,100
241,24199,-9.99999999999998,0,100
242,24299,-9.99999999999998,0,100
243,24399,-9.99999999999998,0,100
244,24499,-9.99999999999998,0,100
245,24599,-9.99999999999998,0,100
