,Team compo,Mean return,Std return,Median return,Ci lower return,Ci upper return,Mean success rate,Std success rate,Median success rate,Ci lower success rate,Ci upper success rate
0,AAAA,8.948,2.6070565778287205,8.948,13.738169859637974,4.1578301403620275,0.607,0.04189272013130686,0.602,0.6839731071499665,0.5300268928500335
1,AAAB,6.291499999999999,2.612272143173448,6.696,7.0580517009129835,5.524948299087015,0.5673333333333334,0.045308816900123186,0.572,0.5806288664009378,0.5540378002657289
2,AABB,5.067222222222223,2.2153430272522274,5.346,5.827419110754132,4.307025333690314,0.5455555555555555,0.04044505494044731,0.544,0.5594343113707964,0.5316767997403146
3,AABC,4.596555555555556,2.633648783262538,4.619999999999999,5.031895870821145,4.161215240289966,0.5359444444444446,0.04438214383463268,0.534,0.5432807820046854,0.5286081068842037
4,ABCD,3.854333333333333,2.184888072393844,4.17,4.7967737249318425,2.911892941734824,0.5235,0.041203761964170214,0.52,0.5412730338004447,0.5057269661995553
