,Team compo,Mean return,Std,Median return,Success rate,Success std
0,"[0, 0, 0, 0]",7.733125,27.27614469460524,17.0,0.6042083333333333,0.4890200642753719
1,"[0, 0, 0, 1]",5.716375,28.11132509374188,15.0,0.564625,0.49580601990597095
2,"[0, 0, 1, 1]",5.242041666666666,28.383522934352786,14.0,0.5589583333333333,0.496511747021715
3,"[0, 0, 1, 2]",3.528,28.765335898148894,12.0,0.5308333333333334,0.4990484000130203
4,"[0, 1, 2, 3]",4.517,28.81854659185065,13.0,0.54525,0.49794822773055425
